"alg-geom/9711020","Kalle Karu","Kalle Karu","Semistable reduction in characteristic 0 for families of surfaces and
  three-folds","AMS-LaTeX, 7 pages",,,,"alg-geom math.AG",,"  Let F:X->B be a morphism of varieties in characteristic zero. The problem of
semistable reduction of F was stated as a problem in the combinatorics of
polyhedral complexes by Abramovich and Karu (alg-geom/9707012). In this paper
we solve the combinatorial problem when the relative dimension of F is not
bigger than 3.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 23:52:43 GMT""}]","2007-05-23"
"cond-mat/9711171","bertrand Reulet","Yves Noat, Helene Bouchiat, Bertrand Reulet and Dominique Mailly","Sign Reversals of ac Magnetoconductance in Isolated Quantum Dots","4 pages, 4 eps figures",,"10.1103/PhysRevLett.80.4955",,"cond-mat.mes-hall",,"  We have measured the electromagnetic response of micron-size isolated
mesoscopic GaAs/GaAlAs square dots down to temperature T=16mK, by coupling them
to an electromagnetic micro-resonator. Both dissipative and non dissipative
responses exhibit a large magnetic field dependent quantum correction, with a
characteristic flux scale which corresponds to a flux quantum in a dot. The
real (dissipative) magnetoconductance changes sign as a function of frequency
for low enough density of electrons. The signal observed at frequency below the
mean level spacing corresponds to a negative magnetoconductance, which is
opposite to the weak localization seen in connected systems, and becomes
positive at higher frequency. We propose an interpretation of this phenomenon
in relation to fundamental properties of energy level spacing statistics in the
dots.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 10:13:18 GMT""}]","2009-10-30"
"cond-mat/9711172","Fakher Assaad","F.F. Assaad (Univ. Stuttgart, Germany) and M. Imada (ISSP. Univ.
  Tokyo)","Doping induced metal-insulator transition in two-dimensional Hubbard,
  $t-U$, and extended Hubbard, $t-U-W$, models","19 pages (latex) including 7 figures in encapsulated postscript
  format. Submitted for publication in Phys. Rev. B",,"10.1103/PhysRevB.58.1845",,"cond-mat.str-el",,"  We show numerically that the nature of the doping induced metal-insulator
transition in the two-dimensional Hubbard model is radically altered by the
inclusion of a term, $W$, which depends upon a square of a single-particle
nearest-neighbor hopping. This result is reached by computing the localization
length, $\xi_l$, in the insulating state. At finite values of $W$ we find
results consistent with $\xi_l \sim | \mu - \mu_c|^{- 1/2} $ where $\mu_c$ is
the critical chemical potential. In contrast, $\xi_l \sim | \mu -
\mu_c|^{-1/4}$ for the Hubbard model. At finite values of $W$, the presented
numerical results imply that doping the antiferromagnetic Mott insulator leads
to a $d_{x^2 - y ^2}$ superconductor.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 13:18:00 GMT""}]","2009-10-30"
"cond-mat/9711173","Pascal Degiovanni","P. Degiovanni (ENSLAPP / ENS Lyon, France), Ch. Chaubet (GES / Univ.
  Montpellier 2, France), R. Melin (CRTBT / Grenoble, France)","Conformal field theory approach to gapless 1D fermion systems and
  application to the edge excitations of nu = 1/(2p+1) quantum Hall sequences","69 pages, 1 figure, LaTeX2e + amstex and graphicx packages needed,
  fullpage.sty used (not compulsory)","Theor.Math.Phys. 117 (1998) 1113-1181; Teor.Mat.Fiz. 117 (1998)
  3-91","10.1007/BF02557158","ENSLAPP-L-656-97","cond-mat.mes-hall cond-mat.str-el",,"  We present a comprehensive study of the effective Conformal Field Theory
(CFT) describing the low energy excitations of a gas of spinless interacting
fermions on a circle in the gapless regime (Luttinger liquid). Functional
techniques and modular transformation properties are used to compute all
correlation functions in a finite size and at finite temperature. Forward
scattering disorder is treated exactly. Laughlin experiments on charge
transport in a Quantum Hall Fluid on a cylinder are reviewed within this CFT
framework. Edge excitations above a given bulk excitation are described by a
twisted version of the Luttinger effective theory. Luttinger CFTs corresponding
to the nu =1/(2p+1) filling fractions appear to be rational CFTs (RCFT).
Generators of the extended symmetry algebra are identified as edge fermions
creators and annihilators, thus giving a physical meaning to the RCFT point of
view on edge excitations of these sequences.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 13:55:48 GMT""}]","2009-10-30"
"cond-mat/9711174","Igor Lukyanchuk","I. Luk'yanchuk (1 and 2), A. Jorio (2), M. A. Pimenta (2) ((1)
  L.D.Landau Inst.for Theor.Phys, Moscow; (2) Dep.de Fisica, UFMG, Brazil)","Basal-plane Incommensurate Phases in HCP Structures","8 pages, RevTeX + 4 ps figures","Phys. Rev. B 57, 5086 (1998)","10.1103/PhysRevB.57.5086",,"cond-mat.stat-mech",,"  An Ising model with competing interaction is used to study the appearance of
incommensurate phases in the basal plane of an hexagonal closed-packed
structure. The calculated mean-field phase diagram reveals various
1q-incommensurate and lock-in phases. The results are applied to explain the
basal-plane incommensurate phase in some compounds of the A'A""BX_4 family, like
K_2MoO_4, K_2WO_4, Rb_2WO4 and to describe the sequence of high-temperature
phase transitions in other compounds of this family.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:32:19 GMT""}]","2007-05-23"
"cond-mat/9711175","Ass. Prof. Leonid A. Openov","Leonid A. Openov (Moscow State Engineering Physics Institute,
  Technical University)","Combined effect of nonmagnetic and magnetic scatterers on critical
  temperatures of superconductors with different gap anisotropy","5 pages, TeX","Pis'ma v ZhETF 66 (1997) 627-632 [JETP Lett. 66 (1997) 661-667]","10.1134/1.567576",,"cond-mat.supr-con",,"  The combined effect of nonmagnetic and magnetic defects and impurities on
critical temperatures of superconductors with different gap anisotropy is
studied theoretically within the weak coupling limit of the BCS model. An
expression is derived which relates the critical temperature to relaxation
rates of charge carriers by nonmagnetic and magnetic scatterers, as well as to
the coefficient of anisotropy of the superconducting order parameter on the
Fermi surface. Particular cases of d-wave, (s+d)-wave, and anisotropic s-wave
superconductors are briefly discussed.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:37:30 GMT""}]","2009-10-30"
"cond-mat/9711176","Yong-baek Kim","Hae-Young Kee, Yong Baek Kim, Elihu Abrahams, and R. N. Bhatt","Conductance fluctuations at the fractional quantum Hall plateau
  transitions","RevTex, 5 pages, 8 figures, 1 table","Phys. Rev. B 58, 12605 (1998)","10.1103/PhysRevB.58.12605",,"cond-mat.mes-hall",,"  We obtain a ``mean field'' scaling flow of the longitudinal and the Hall
conductivities in the fractional quantum Hall regime. Using the composite
fermion picture and assuming that the composite fermions follow the
Khmelnitskii-Pruisken scaling flow for the integer quantum Hall effect, the
unstable fixed points which govern the transitions between different fractional
quantum Hall states are identified. Distributions of the critical longitudinal
and Hall conductivities at the unstable fixed points are obtained and
implications of the results for the experiments on mesoscopic quantum Hall
systems are discussed.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:53:34 GMT""}]","2013-07-19"
"gr-qc/9711051","Heller Michal","M. Heller, W. Sasin","Emergence of Time","13 pages, latex, no figures","Phys.Lett.A250:48-54,1998","10.1016/S0375-9601(98)00824-X","CGC-94-04","gr-qc",,"  In the groupoid approach to noncommutative quantization of gravity,
gravitational field is quantized in terms of a C*-algebra A of complex valued
funcions on a groupoid G (with convolution as multiplication). In the
noncommutative quantum gravitational regime the concepts of space and time are
meaningless. We study the ""emergence of time"" in the transition process from
the noncommutative regime to the standard space-time geometry. Precise
conditions are specified under which modular groups of the von Neumann algebra
generated by A can be defined. These groups are interpreted as a state
depending time flow. If the above conditions are further refined one obtains a
state independent time flow. We show that quantum gravitational dynamics can be
expressed in terms of modular groups.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 17:32:01 GMT""}]","2011-07-19"
"gr-qc/9711052","Michael Reisenberger","Michael P. Reisenberger","A lattice worldsheet sum for 4-d Euclidean general relativity","50 pages latex. 8 postscript figures. Uses psfig.sty",,,,"gr-qc",,"  A lattice model for four dimensional Euclidean quantum general relativity is
proposed for a simplicial spacetime. It is shown how this model can be
expressed in terms of a sum over worldsheets of spin networks, and an
interpretation of these worldsheets as spacetime geometries is given, based on
the geometry defined by spin networks in canonical loop quantized GR. The
spacetime geometry has a Planck scale discreteness which arises ""naturally""
from the discrete spectrum of spins of SU(2) representations (and not from the
use of a spacetime lattice).
  The lattice model of the dynamics is a formal quantization of the classical
lattice model of \cite{Rei97a}, which reproduces, in a continuum limit,
Euclidean general relativity.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 18:12:29 GMT""}]","2007-05-23"
"gr-qc/9711053","Gerard 't Hooft","G. 't Hooft","Distinguishing causal time from Minkowski time and a model for the black
  hole quantum eigenstates","Plenary Lecture Notes ICMP97, Brisbane, Australia, July 1997. 12
  pages LaTeX, 5 Figures Postscript",,,"THU-97/36","gr-qc",,"  A discussion is presented of the principle of black hole com- plementarity.
It is argued that this principle could be viewed as a breakdown of general
relativity, or alternatively, as the introduction of a time variable with
multiple `sheets' or `branches'
  A consequence of the theory is that the stress-energy tensor as viewed by an
outside observer is not simply the Lorentz-transform of the tensor viewed by an
ingoing observer. This can serve as a justification of a new model for the
black hole atmosphere, recently re-introduced. It is discussed how such a model
may lead to a dynamical description of the black hole quantum states.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 09:54:57 GMT""}]","2007-05-23"
"gr-qc/9711054","Nikolaos Batakis","Nikolaos A. Batakis","General relativity reformed to a genuine Yang-Mills gauge theory for
  gravity","Latex, 8pp, no figures",,,,"gr-qc hep-th",,"  The theory of general relativity is reformed to a genuine Yang-Mills gauge
theory of the Poincar\'e group for gravity. Several pathologies of the
conventional theory are thus removed, but not every GR vacuum satisfies the Y-M
equations. The sector of GR solutions which survive is fully classified and it
is found to include the Schwarzschild black hole. Two other solutions presented
here have no GR counterpart and they describe expanding Friedmann universes
with torsion which vanishes only asymptotically. They are discussed along with
novel theoretical possibilities, such as a well-defined energy-momentum tensor
for the gravitational field, and novel perspectives for unification and
quantization.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 13:08:35 GMT""}]","2007-05-23"
"gr-qc/9711055","V. A. Rubakov","V.A. Rubakov","Long-ranged forces and energy non-conservation in (1+1)-dimensions","9 pages, 2 figures. To appear in Proc. XX Int. Workshop on
  Fundamental Problems of High Energy Physics and Field Theory, Protvino, June
  1997",,,"INR-97-232VR","gr-qc",,"  We consider whether local and causal non-conservation of energy may occur in
generally covariant theories with long-ranged fields (analogs of Newton's
gravity) whose source is energy--momentum. We find that such a possibility
exists in (1+1) dimensions.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:01:30 GMT""}]","2007-05-23"
"hep-ex/9711009","Annelies Oosterhof-Meij","EHS/NA22 Collaboration, N.M. Agababyan et al","Estimation of Hydrodynamical Model Parameters from the Invariant
  Spectrum and the Bose-Einstein Correlations of pi-mesons Produced in
  (pi+/K+)p Interactions at 250 GeV/c","latex, 14 pages, 5 figures","Phys.Lett. B422 (1998) 359-368","10.1016/S0370-2693(98)00072-0","HEN-405","hep-ex",,"  The invariant spectra of pi- mesons produced in (pi+/K+)p interactions at 250
GeV/c are analysed in the framework of the hydrodynamical model of
three-dimensionally expanding cylindrically symmetric finite systems.
  A satisfactory description of experimental data is achieved.
  The data favour the pattern according to which the hadron matter undergoes
predominantly longitudinal expansion and non-relativistic transverse expansion
with mean transverse velocity <u_t> = 0.20(7), and is characterized by a large
temperature inhomogeneity in the transverse direction: the extracted freeze-out
temperature at the center of the tube and at the transverse rms radius are
140(3) MeV and 82(7) MeV, respectively. The width of the (longitudinal)
space-time rapidity distribution of the pion source is found to be Delta eta =
1.36(2).
  Combining this estimate with results of the Bose-Einstein correlation
analysis in the same experiment, one extracts a mean freeze-out time of the
source of <tau_f> = 1.4(1) fm/c and its transverse geometrical rms radius, R_G
(rms)=1.2(2) fm.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 11:22:21 GMT""},{""version"":""v2"",""created"":""Fri, 19 Dec 1997 12:35:36 GMT""}]","2016-08-31"
"hep-ex/9711010","Preprints Libr/pam","CLEO Collaboration, R. Godang et al","Observation of Exclusive Two-Body B Decays to Kaons and Pions","9 page postscript file, postscript file also available through
  http://w4.lns.cornell.edu/public/CLNS","Phys.Rev.Lett.80:3456-3460,1998","10.1103/PhysRevLett.80.3456","CLNS 97/1522, CLEO 97-27","hep-ex",,"  We have studied two-body charmless hadronic decays of B mesons into the final
states $\pi\pi$, $K \pi$, and $KK$. Using 3.3 million $B\bar{B}$ pairs
collected with the CLEO-II detector, we have made the first observation of the
decays $B^0\to K^+\pi^-$, $B^+\to K^0\pi^+$, and the sum of $B^+ \to
\pi^+\pi^0$ and $B^+ \to K^+\pi^0$ decays (an average over charge-conjugate
states is always implied). We place upper limits on branching fractions for the
remaining decay modes.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 13:36:09 GMT""}]","2010-04-08"
"hep-lat/9711032","Tamas Kovacs","Thomas DeGrand, Anna Hasenfratz, and Tamas G. Kovacs (University of
  Colorado, Boulder)","Revealing Topological Structure in the SU(2) Vacuum","28 pages, LaTeX, 7 eps figures","Nucl.Phys. B520 (1998) 301-322","10.1016/S0550-3213(98)00181-3","COLO-HEP-393","hep-lat",,"  In this paper we derive a simple parametrization of the cycling method
developed by us in our earlier work. The new method, called renormalization
group (RG) mapping, consists of a series of carefully tuned APE-smearing steps.
We study the relation between cycling and RG mapping. We also investigate in
detail how smooth instantons and instanton-anti-instanton pairs behave under
the RG mapping transformation. We use the RG mapping technique to study the
topological susceptibility and instanton size distribution of SU(2) gauge
theory. We find scaling in both quantities in a wide range of coupling values.
Our result for the topological susceptibility, chi^1/4=220(6) MeV, agrees with
our earlier results.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 18:15:33 GMT""}]","2009-10-30"
"hep-lat/9711033","Maarten F. L. Golterman","Maarten Golterman and Ka Chun Leung (Washington University)","Applications of Partially Quenched Chiral Perturbation Theory","22 pages, TeX, refs. added, minor other changes, version to appear in
  Phys. Rev. D","Phys.Rev.D57:5703-5710,1998","10.1103/PhysRevD.57.5703","Wash. U. HEP/97-68","hep-lat hep-ph",,"  Partially quenched theories are theories in which the valence- and sea-quark
masses are different. In this paper we calculate the nonanalytic one-loop
corrections of some physical quantities: the chiral condensate, weak decay
constants, Goldstone boson masses, B_K and the K+ to pi+ pi0 decay amplitude,
using partially quenched chiral perturbation theory. Our results for weak decay
constants and masses agree with, and generalize, results of previous work by
Sharpe. We compare B_K and the K+ decay amplitude with their real-world values
in some examples. For the latter quantity, two other systematic effects that
plague lattice computations, namely, finite-volume effects and unphysical
values of the quark masses and pion external momenta are also considered. We
find that typical one-loop corrections can be substantial.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 20:27:59 GMT""},{""version"":""v2"",""created"":""Tue, 24 Feb 1998 17:15:02 GMT""}]","2008-11-26"
"hep-lat/9711034","A. Di Giacomo","A. Di Giacomo","Topology in lattice QCD","6 pages, Latex source + style file included. Talk presented at the
  International Symposium, Arenschoop (1997)",,,,"hep-lat hep-ph",,"  The status of topology on the lattice is reviewed. Recent results show that
the topological susceptibility chi can be unambigously determined. Different
methods, if properly implemented, give results consistent with each other. For
SU(3) the Witten-Veneziano prediction is confirmed. Preliminary results for
full QCD are presented. The problem there is that the usual hybrid montecarlo
algorithm has severe difficulty to thermalize topology. Possible ways out are
under study.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 09:38:58 GMT""}]","2007-05-23"
"hep-lat/9711035","Artan Borici","A. Borici, R. Rosenfelder","Scaling in SU(3) theory with a MCRG improved lattice action","3 pages, 4 figures, contribution at Lattice '97, Edinburgh","Nucl.Phys.Proc.Suppl.63:925-927,1998","10.1016/S0920-5632(97)00943-2","PSI-PR-97-36","hep-lat",,"  We test various improved gauge actions which are made of linear combinations
of Wilson loops. We observe the restoration of rotational symmetry in the
static interquark potential already on coarse lattices as small as 6^3x12.
Furthermore, we study scaling and asymptotic scaling of the string tension with
a MCRG-improved action on 12^3x24 lattices. Preliminary results show that
scaling sets in at a ~ 0.3 fm.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 11:34:54 GMT""}]","2010-11-19"
"hep-ph/9711350","Jean Letessier","Johann Rafelski, Jean Letessier, Ahmed Tounsi","Strange anti-baryons - QGP versus HG","10 pages, LaTeX, 4 postscript figures, Published in Dallas HEP (1992)
  983-990","AIP Conf.Proc.272:983-990,1993","10.1063/1.43253",,"hep-ph nucl-th",,"  We study quark-gluon plasma (QGP) and hadronic gas (HG) models of the central
fireball presumed to be the source of abundantly produced strange
(anti-)baryons in S -> W collisions at 200 GeV A. We consider how multi-strange
(anti-)baryon multiplicities depend on strangeness conservation and compare the
HG and QGP fireball scenarios. We argue that the total particle multiplicity
emerging from the central rapidity region as well as the variation of
production rates with changes in the beam energy allows to distinguish between
the two reaction scenarios.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 00:28:03 GMT""},{""version"":""v2"",""created"":""Sat, 22 Nov 1997 17:17:56 GMT""}]","2015-06-25"
"hep-ph/9711351","Jean Letessier","Jean Letessier, Johann Rafelski, Ahmed Tounsi","Hot hadronic matter and strange anti-baryons","10 pages, LaTeX, 1 postscript figures","Phys.Lett.B292:417-423,1992","10.1016/0370-2693(92)91197-H",,"hep-ph nucl-th",,"  We demonstrate that both quark-gluon plasma (QGP) and hadronic gas (HG)
models of the central fireball created in S -> W collisions at 200 GeV A are
possible sources of the recently observed strange (anti-) baryons. From the
theoretical point of view, the HG interpretation we attempt remains more
obscure because of the high fireball temperature required. The thermal
properties of the fireball as determined by the particle ratios, are natural
for the QGP state. We show that the total particle multiplicity emerging from
the central rapidity region allows to distinguish between the two scenarios.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 00:25:43 GMT""}]","2010-11-01"
"hep-ph/9711354","Javier Magnin","E. Cuatle, G. Herrera and J. Magnin","D+- and D0 (anti D0) production asymetries in pion-proton collisions","Typos corrected, final version to appear in Z. Phys. C","Eur.Phys.J.C2:473-476,1998","10.1007/s100520050153","CBPF-NF-075/97","hep-ph",,"  We use a two-component model to describe the production mechanism of D mesons
in pi-p collisions. The model combines the usual QCD processes plus
fragmentation and recombination of charm that has been produced by
nonperturbative QCD mechanisms. A hard charm component in the pion must be
responsible of the particle anti-particle production asymmetries observed.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 16:37:07 GMT""},{""version"":""v2"",""created"":""Wed, 3 Dec 1997 17:05:32 GMT""}]","2011-09-13"
"hep-ph/9711355","Aharon Levy","H. Abramowicz, E. Gurvich and A. Levy","Parton distributions in the photon from $\gamma^* \gamma$ and $\gamma^*
  p$ scattering","8 pages, including 4 figures","Phys.Lett. B420 (1998) 104-108","10.1016/S0370-2693(97)01525-6","TAUP 2438-97","hep-ph",,"  Leading order parton distributions in the photon are extracted from the
existing $F_2^\gamma$ measurements and the low-$x$ proton structure function.
The latter is related to the photon structure function by assuming Gribov
factorization to hold at low $x$. The resulting parton distributions in the
photon are found to be consistent with the Frankfurt-Gurvich sum rule for the
photon.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 20:08:49 GMT""}]","2009-10-30"
"hep-ph/9711356","Moultaka Gilbert","Christophe Le Mouel and Gilbert Moultaka","Novel Electroweak Symmetry Breaking Conditions From Quantum Effects In
  The MSSM","Latex, 45 pages, 5 figures","Nucl.Phys. B518 (1998) 3-36","10.1016/S0550-3213(98)00030-3","PM/97-26","hep-ph",,"  We present, in the context of the Minimal Supersymmetric Standard Model, a
detailed one-loop analytic study of the minimization conditions of the
effective potential in the Higgs sector.
  Special emphasis is put on the role played by $Str M^4$ in the determination
of the electroweak symmetry breaking conditions, where first and second order
derivatives of the effective potential are systematically taken into account.
Novel, necessary (and sufficient in the Higgs sector) model-independent
constraints, are thus obtained analytically, leading to new theoretical lower
and upper bounds on $\tan \beta$. Although fully model-independent, these
bounds are found to be much more restrictive than the existing model-dependent
ones! A first illustration is given in the context of a SUGRA-GUT motivated
scenario.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 21:28:36 GMT""}]","2009-10-30"
"hep-ph/9711357","Lali Rurua","D. Denegri, W. Majerotto, and L. Rurua","Determining the parameters of the Minimal Supergravity Model from 2l +
  E_T^{miss} + (jets) final states at LHC","30 page latex file including 19 PCX figures","Phys.Rev.D58:095010,1998","10.1103/PhysRevD.58.095010","CMS NOTE 1997/094, HEPHY-PUB 678/97","hep-ph",,"  We analyse the events with two same-flavour, opposite-sign leptons +
$E_T^{miss}$ + (jets) as expected in pp collisions at LHC within the framework
of the minimal Supergravity Model. The objective is the determination of the
parameters m_0 and m_{1/2} of this model (for a given value of $\tan\beta$).
The signature $l^+ l^- + E_T^{miss}$ + (jets) selects the leptonic decays of
$\tilde{\chi}^0_2$, $\tilde{\chi}^0_2 \to \tilde{\chi}^0_1 l^+ l^- $,
$\tilde{\chi}^0_2 \to \tilde{l}_{L,R}^{\pm} l^{\mp} \to \tilde{\chi}^0_1 l^+
l^-$. We exploit the fact that the invariant dilepton mass distribution has a
pronounced structure with a sharp edge at the kinematical endpoint even in such
an inclusive final state over a significant part of parameter space. We
determine the domain of parameter space where the edge is expected to be
visible. We show that a measurement of this edge already constrains the model
parameters essentially to three lines in the ($m_0, m_{1/2}$) parameter plane.
We work out a strategy to discriminate between the three-body leptonic decays
of $\tilde{\chi}^0_2$ and the decays into sleptons $\tilde{l}_{L,R}$. This
procedure may make it possible to get information on SUSY particle masses
already with low luminosity, L_{int}=10^3 pb^{-1}.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 21:46:20 GMT""}]","2008-11-26"
"hep-ph/9711358","John N. Bahcall","John Bahcall","An Introduction To Solar Neutrino Research","40 pages LaTeX (uses ssi.sty). Lectures presented at the XXV SLAC
  Summer Institute on Particle Physics, ""Physics of Leptons,"" August 4-15,
  1997. To be published in a SLAC Report on the proceedings","ed. A. Breaux,J.Chan,L.DePorcel, and L.Dixon (National Technical
  Information Service, U.S. Department of Commerce,1998) pp181-199.",,"IASSNS-AST 97/69","hep-ph astro-ph nucl-th",,"  The first lecture describes the conflicts between the combined standard model
(minimal electroweak and solar) predictions and the results of solar neutrino
experiments. The second lecture discusses the possibilities for detecting with
solar neutrinos ``smoking gun'' indications of departures from minimal
electroweak theory. Viewgraphs and related data are available at
http://www.sns.ias.edu/~jnb .
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 02:07:23 GMT""}]","2007-05-23"
"hep-ph/9711359",,"Reginald T. Cahill and Susan M. Gunner (Department of Physics,
  Flinders University)","Quark-Gluon Coupling in the Global Colour Model of QCD","Latex 8 pages, 3 diagrams",,,,"hep-ph hep-lat",,"  The Global Colour Model of QCD is used in conjunction with a pure-gluon
lattice correlator (by Marenzoni et al.) to extract from meson data a
momentum-dependent quark-gluon coupling down to $s \approx 0.3 GeV^2$. This is
compared with a lattice calculation (by Skullerud) of the quark-gluon coupling.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 03:29:06 GMT""}]","2007-05-23"
"hep-ph/9711360","Andrei Linde","Juan Garcia-Bellido and Andrei Linde","Preheating in Hybrid Inflation","15 pages, 11 figures, new results illustrating a possibility of an
  efficient preheating are added","Phys.Rev.D57:6075-6088,1998","10.1103/PhysRevD.57.6075","CERN-TH/97-329, SU-ITP-97-49","hep-ph astro-ph hep-th",,"  We investigate the possibility of preheating in hybrid inflation. This
scenario involves at least two scalar fields, the inflaton field $\phi$, and
the symmetry breaking field $\sigma$. We found that the behavior of these
fields after inflation, as well as the possibility of preheating (particle
production due to parametric resonance), depends crucially on the ratio of the
coupling constant $\lambda$ (self-interaction of the field $\sigma$) to the
coupling constant $g^2$ (interaction of $\phi$ and $\sigma$). For $\lambda \gg
g^2$, the oscillations of the field $\sigma$ soon after inflation become very
small, and all the energy is concentrated in the oscillating field $\phi$. For
$\lambda \sim g^2$ both fields $\sigma$ and $\phi$ oscillate in a rather
chaotic way, but eventually their motion stabilizes, and parametric resonance
with production of $\chi$ particles becomes possible. For $\lambda \ll g^2$ the
oscillations of the field $\phi$ soon after inflation become very small, and
all the energy is concentrated in the oscillating field $\sigma$. Preheating
can be efficient if the effective masses of the fields $\phi$ and $\sigma$ are
much greater than the Hubble constant, or if these fields are coupled to other
light scalar (or vector) fields $\chi$. In the recently proposed hybrid models
with a second stage of inflation after the phase transition, both preheating
and usual reheating are inefficient. Therefore for a very long time the
universe remains in a state with vanishing pressure. As a result, density
contrasts generated during the phase transition in these models can grow and
collapse to form primordial black holes. Under certain conditions, most of the
energy density after inflation will be stored in small black holes, which will
later evaporate and reheat the universe.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 07:19:14 GMT""},{""version"":""v2"",""created"":""Sun, 21 Dec 1997 01:52:35 GMT""}]","2009-09-29"
"hep-ph/9711361","U. Meissner","Ulf-G. Mei{\ss}ner (Convenor), Martin Sevior (Convenor), A.
  Badertscher, B. Borasoy, P. B\""uttiker, G. H\""ohler, M. Knecht, O. Krehl, J.
  Lowe, M. Mojzis, G. M\""uller, O. Patarakin, M. Pavan, A. Rusetsky, M.E.
  Sainio, J. Schacher, G. Smith, S. Steininger, V. Vereshagin","Working group on $\pi\pi$ and $\pi$N interactions - Summary","20 pp, LaTeX2e, uses epsf, 1 fig",,"10.1007/BFb0104916","KFA-IKP(TH)-1997-21","hep-ph nucl-th",,"  This is the summary of the working group on $\pi\pi$ and $\pi$N interactions
of the Chiral Dynamics Workshop in Mainz, September 1-5, 1997. Each talk is
represented by an extended one page abstract. Some additional remarks by the
convenors are added
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 08:12:05 GMT""}]","2009-10-30"
"hep-ph/9711362","Silvano Simula","D. Melikhov, N. Nikitin and S. Simula","Rare exclusive semileptonic b -> s transitions in the Standard Model","revtex, 17 pp., 5 figures with epsfig.sty","Phys.Rev. D57 (1998) 6814-6828","10.1103/PhysRevD.57.6814","preprint INFN-ISS 97/15","hep-ph",,"  We study long-distance effects in rare exclusive semileptonic decays B -> (K,
K*) (l+ l-, nu bar{nu}) and analyze dilepton spectra and asymmetries within the
framework of the Standard Model. The form factors, describing the meson
transition amplitudes of the effective Hamiltonian are calculated within the
lattice-constrained dispersion quark model: the form factors are given by
dispersion representations through the wave functions of the initial and final
mesons, and these wave functions are chosen such that the B -> K* transition
form factors agree with the lattice results at large q**2. We calculate
branching ratios of semileptonic B -> K, K* transition modes and study the
sensitivity of observables to the long-distance contributions. The shape of the
forward-backward asymmetry and the longitudinal lepton polarization asymmetry
are found to be independent of the long-distance effects and mainly determined
by the values of the Wilson coefficients in the Standard Model.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 08:55:50 GMT""}]","2009-10-30"
"hep-ph/9711363","Carlo Giunti","C. Giunti, C.W. Kim","Coherence of neutrino oscillations in the wave packet approach","7 pages, no figures. The case of a large temporal coherence width of
  the detector is clarified","Phys. Rev. D 58, 017301 (1998)","10.1103/PhysRevD.58.017301","KIAS-P97007, JHU-TIPAC 97019, DFTT 71/97","hep-ph",,"  The temporal and spatial coherence widths of the microscopic process by which
a neutrino is detected are incorporated in the quantum mechanical wave packet
treatment of neutrino oscillations, confirming the observation of Kiers,
Nussinov and Weiss that an accurate measurement of the energies of the
particles participating in the detection process can increase the coherence
length. However, the wave packet treatment presented here shows that the
coherence length has an upper bound, determined by the neutrino energy and the
mass-squared difference, beyond which the coherence of the oscillation process
is lost.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 09:39:39 GMT""},{""version"":""v2"",""created"":""Fri, 30 Jan 1998 10:53:46 GMT""}]","2016-08-25"
