"adap-org/9711002","Carmen P. C. do Prado","S. T. R. Pinho, C. P. C. Prado, and O. Kinouchi","Absence of self-organized criticality in a random-neighbor version of
  the OFC stick-slip model","7 pages, 4 figures, submitted to Physica A",,"10.1016/S0378-4371(98)00181-2",,"adap-org nlin.AO",,"  We report some numerical simulations to investigate the existence of a
self-organized critical (SOC) state in a random-neighbor version of the OFC
model for a range of parameters corresponding to a non-conservative case. In
contrast to a recent work, we do not find any evidence of SOC. We use a more
realistic distribution of energy among sites to perform some analytical
calculations that agree with our numerical conclusions.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 17:51:17 GMT""}]","2015-06-24"
"cond-mat/9711268","Alexander Lisyansky","Lev I. Deych, D. Livdan, A.A. Lisyansky","Resonant tunneling of electromagnetic waves through polariton gaps","8 pages, 5 figures","Phys. Rev. E 1998, V. 57, p. 7254","10.1103/PhysRevE.57.7254",,"cond-mat",,"  We consider resonant tunneling of electromagnetic waves through an optical
barrier formed by dielectric layers with the frequency dispersion of their
dielectric permiability. The frequency region between lower and upper polariton
branches in these materials presents a stop band for electromagnetic waves. We
show that resonance tunneling through this kind of barriers is qualitatevely
different from tunneling through other kind of optical barriers as well as from
quantum mechanic tunneling through a rectangular barrier. We find that the
width of the resonance maxima of the transmission coeffcient tends to zero as
frequency approach the lower boundary of the stop band in a very sharp
non-analytical way. Resonance transmission peaks give rise to new photonic
bands inside the stop band if one considers periodical array of the layers.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 18:15:46 GMT""},{""version"":""v2"",""created"":""Fri, 15 May 1998 15:50:43 GMT""}]","2009-10-30"
"cond-mat/9711269","Branko Stojkovic","Branko Stojkovic and David Pines","Magnetotransport in Cuprates: a Test of the Spin Fluctuation Model","LATEX, 5 pages, 2 PS figures, uses multicol.sty, epsfig.sty",,,,"cond-mat",,"  We report on a simple calculation of the magnetotransport in cuprate
superconductors, based on the nearly antiferromagnetic Fermi liquid (spin
fluctuation) model. We find that the model explains all important features seen
experimentally: the violation of K""ohler's rule, the close relationship between
the Hall angle and the magnetoresistance, the temperature dependence of the
first high field correction to MR and the doping dependence of the low field MR
data. In addition, the estimated values of omega_c tau, calculated using
parameters obtained from the NMR measurements, yield values in close agreement
with those found experimentally for overdoped and optimally doped cuprates.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 18:27:55 GMT""}]","2007-05-23"
"cond-mat/9711270","Jose A. Miranda","Jose A. Miranda and Michael Widom (Department of Physics-Carnegie
  Mellon University)","Weakly nonlinear investigation of the Saffman-Taylor problem in a
  rectangular Hele-Shaw cell","42 pages, 5 figures, added references, minor changes, to appear in
  Int. J. Mod. Phys. B (1998)",,"10.1142/S0217979298000521",,"cond-mat.soft",,"  We analyze the Saffman-Taylor viscous fingering problem in rectangular
geometry. We investigate the onset of nonlinear effects and the basic
symmetries of the mode coupling equations, highlighting the link between
interface asymmetry and viscosity contrast. Symmetry breaking occurs through
enhanced growth of sub-harmonic perturbations. Our results explain the absence
of finger tip-splitting in the early flow stages, and saturation of growth
rates compared with the predictions of linear stability.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 19:28:15 GMT""},{""version"":""v2"",""created"":""Fri, 20 Feb 1998 10:27:59 GMT""}]","2015-06-25"
"cond-mat/9711271","Patrik Henelius","P. Henelius and S.M. Girvin","A numerical study of the Random Dimerized XX spin-1/2 chain","11 pages, 19 figures",,"10.1103/PhysRevB.57.11457","IUCM97-036","cond-mat.dis-nn",,"  The effects of randomness and dimerization on the spin-1/2 XX chain are
studied by a mapping to free fermions. Results are presented for the transverse
and longitudinal components of the average and typical spin and string
correlation functions. Contrary to previous numerical evidence, the decay
exponents of all the above correlation functions are found to be in good
agreement with the theoretical RG predictions for the random singlet phase. We
also present cross-over functions for the above correlation functions in the
random dimer phase. Disorder averages have been taken for system sizes up to
N=1024, about ten times larger than in previous studies.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 21:04:58 GMT""}]","2009-10-30"
"cond-mat/9711272","Jafar Gharavi-Naeini","J. G. Naeini, X. K. Chen, K. C. Hewitt, J. C. Irwin, T. P. Devereaux,
  M. Okuya, T. Kimura and K. Kishio","Evidence for Magnetic Pseudoscaling in Overdoped La(2-x)Sr(x)CuO(4)","RevTex, 4 pages with 3 PS figures included, replaced with minor
  changes in the text and references","Phys. Rev. B 57, R11077 (1998)","10.1103/PhysRevB.57.R11077",,"cond-mat.supr-con",,"  We report the results of electronic Raman scattering experiments on an
overdoped La(1.78)Sr(0.22)CuO(4) single crystal as a function of temperature.
The scattering rate Gamma(w->0,T) has been determined from the normal state
B(1g) spectra in the range 50 K < T < 300 K. Gamma(T) decreases linearly from
300 K to about 175 K and then undergoes a reduction with respect to the
expected mean-field behavior. This trend suggests a crossover to pseudoscaling
regime at about T(cr)=160 K. The results are in good agreement with the
prediction of the nearly antiferromagnetic Fermi liquid model. There is no
evidence of a pseudogap in the spectra obtained from this overdoped sample.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 23:51:58 GMT""},{""version"":""v2"",""created"":""Mon, 11 May 1998 23:46:13 GMT""}]","2009-10-30"
"cond-mat/9711273","Dan M. Stamper-Kurn","D.M. Stamper-Kurn, M.R. Andrews, A.P. Chikkatur, S. Inouye, H.-J.
  Miesner, J. Stenger, and W. Ketterle","Optical Confinement of a Bose-Einstein Condensate","5 pages, 4 figures",,"10.1103/PhysRevLett.80.2027",,"cond-mat",,"  Bose-Einstein condensates of sodium atoms have been confined in an optical
dipole trap using a single focused infrared laser beam. This eliminates the
restrictions of magnetic traps for further studies of atom lasers and
Bose-Einstein condensates. More than five million condensed atoms were
transferred into the optical trap. Densities of up to $3 \times 10^{15}
cm^{-3}$ of Bose condensed atoms were obtained, allowing for a measurement of
the three-body decay rate constant for sodium condensates as $K_3 = (1.1 \pm
0.3) \times 10^{-30} cm^6 s^{-1}$. At lower densities, the observed 1/e
lifetime was more than 10 sec. Simultaneous confinement of Bose-Einstein
condensates in several hyperfine states was demonstrated.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 22:22:09 GMT""}]","2009-10-30"
"cond-mat/9711274","Alexander G. Abanov","A.G. Abanov, J.C. Talstra, P.B. Wiegmann (James Franck and Enrico
  Fermi Institutes of the University of Chicago)","Hierarchical Structure of Azbel-Hofstader Problem: Strings and loose
  ends of Bethe Ansatz","revtex, 30 pages, 6 Figs, 8 postscript files are enclosed, important
  references are added","Nucl. Phys. B525 [FS] (1998) 571-596","10.1016/S0550-3213(98)00346-0",,"cond-mat hep-th",,"  We present numerical evidence that solutions of the Bethe Ansatz equations
for a Bloch particle in an incommensurate magnetic field (Azbel-Hofstadter or
AH model), consist of complexes-""strings"". String solutions are well-known from
integrable field theories. They become asymptotically exact in the
thermodynamic limit. The string solutions for the AH model are exact in the
incommensurate limit, where the flux through the unit cell is an irrational
number in units of the elementary flux quantum.
  We introduce the notion of the integral spectral flow and conjecture a
hierarchical tree for the problem. The hierarchical tree describes the topology
of the singular continuous spectrum of the problem. We show that the string
content of a state is determined uniquely by the rate of the spectral flow
(Hall conductance) along the tree. We identify the Hall conductances with the
set of Takahashi-Suzuki numbers (the set of dimensions of the irreducible
representations of $U_q(sl_2)$ with definite parity).
  In this paper we consider the approximation of noninteracting strings. It
provides the gap distribution function, the mean scaling dimension for the
bandwidths and gives a very good approximation for some wave functions which
even captures their multifractal properties. However, it misses the
multifractal character of the spectrum.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 02:34:06 GMT""},{""version"":""v2"",""created"":""Thu, 4 Dec 1997 00:48:57 GMT""}]","2009-10-30"
"cond-mat/9711275","Baowen Li","Maxim Paliy, Oleg Braun, Thierry Dauxois, and Bambi Hu (Centre for
  Nonlinear Studies and Department of Physics, Hong Kong Baptist University,
  Hong Kong)","Dynamical phase diagram of the dc-driven underdamped Frenkel-Kontorova
  chain","12 Revtex Pages, 4 EPS figures","Phys. Rev. E 56, 4025-4030 (1997)","10.1103/PhysRevE.56.4025","CNS-9716","cond-mat.stat-mech chao-dyn nlin.CD",,"  Multistep dynamical phase transition from the locked to the running state of
atoms in response to a dc external force is studied by MD simulations of the
generalized Frenkel-Kontorova model in the underdamped limit. We show that the
hierarchy of transition recently reported [Braun et al, Phys. Rev. Lett. 78,
1295 (1997)] strongly depends on the value of the friction constant. A simple
phenomenological explanation for the friction dependence of the various
critical forces separating intermediate regimes is given.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 08:24:48 GMT""}]","2009-10-30"
"cond-mat/9711277","Matteo Buzzacchi","M. Buzzacchi, E. Del Giudice, G. Preparata and S.- S. Xue (Department
  of Physics, University of Milan, Italy)","On the Dielectric Instability of High-Pressure Hydrogen","3 pages LaTex, a letter to the Scientific Correspondence section of
  Nature",,,,"cond-mat.stat-mech cond-mat.mtrl-sci quant-ph",,"  We present a comment on a recent letter by B. Edwards, N.W. Ashcroft, Nature
388 (1997) 652, in which the dielectric instabilty of the phase III of the
solid molecular hydrogen system is suggested on the basis of electrostatics.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 11:10:42 GMT""}]","2007-05-23"
"cond-mat/9711278","Thomas A. Vilgis","M. Otto, T.A. Vilgis","Topological interactions in DNA catenanes","accepted in PRL",,,,"cond-mat.soft cond-mat.stat-mech q-bio",,"  The elasticity of DNA catenanes, i.e. multiply linked DNA rings, is
investigated using the Gauss invariant as a minimal model for topology
conservation. An effective elastic free energy as a function of the distance
$R$ between segments located on different rings is obtained. An anharmonic part
at large distances, growing as $R^{4}$, if $R\gg R_{G}$ ($R_{G}$ being the
radius of gyration of a random walk ring) is found, while for $R\ll R_{G}$ the
interaction is strongly repulsive. Treating the attractive interaction as the
dominant one, distribution functions for the distance between segments located
on different rings for several linking numbers are derived which are in
qualitative agreement with distributions functions obtained experimentally from
electron micrographs of DNA catenanes (S. D. Levene et al., Biophys.J. 69, 277,
1995).
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 12:11:32 GMT""}]","2007-05-23"
"cond-mat/9711279","Jesper Lykke Jacobsen","Jesper Lykke Jacobsen and John Cardy","Critical Behaviour of Random Bond Potts Models: A Transfer Matrix Study","25 pages of RevTeX, 7 ps-figures. Submitted to Nucl. Phys. B",,"10.1016/S0550-3213(98)00024-8",,"cond-mat.stat-mech cond-mat.dis-nn",,"  We study the two-dimensional Potts model on the square lattice in the
presence of quenched random-bond impurities. For q>4 the first-order
transitions of the pure model are softened due to the impurities, and we
determine the resulting universality classes by combining transfer matrix data
with conformal invariance. The magnetic exponent beta/nu varies continuously
with q, assuming non-Ising values for q>4, whereas the correlation length
exponent nu is numerically consistent with unity. We present evidence for the
correctness of a formerly proposed phase diagram, unifying pure, percolative
and non-trivial random behaviour.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 11:59:11 GMT""}]","2015-06-25"
"cond-mat/9711280","Thomas A. Vilgis","T.A. Vilgis","Crosslinked polymer chains with excluded volume: A new class of branched
  polymers?","5 pages, 2 figures, accepted in Macromol. Theory Simul",,,,"cond-mat.soft cond-mat.mtrl-sci",,"  In this note microgels with and without excluded volume interactions are
considered. Based on earlier exact computations on Gaussian mircogels, which
are formed by self-crosslinking (with $M$ crosslinks) of polymer chains with
chain length $N$ Flory type approximations are used to get first insight to
their behavior in solution. It is shown that two different types of microgels
exist: A special type of branched polymer whose size scales as $R \propto
N^{2/5} M^{-1/5}$, instead of $R \propto N^{1/2}$. The second type are $c^*$ -
microgels whose average mesh sizes $r$ are swollen and form self avoiding walks
with a scaling law of the form $r = a (N/M)^{3/5}$.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 12:30:48 GMT""}]","2007-05-23"
"cond-mat/9711281","Fausto Borgonovi","Fausto Borgonovi and Giulio Casati","Ergodic properties of quantum conservative systems","LateX, 9 pages, to be published in ""Frontiers in Quantum Physics"",
  Proceedings ICFQP- 97",,,,"cond-mat.stat-mech chao-dyn nlin.CD",,"  In this paper we discuss the ergodic properties of quantum conservative
systems by analyzing the behavior of two different models. Despite their
intrinsic differencies they both show localization effects in analogy to the
dynamical localization found in Kicked Rotator.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 13:07:01 GMT""}]","2007-05-23"
"cond-mat/9711282","Ludger Santen","R. Barlovic, L. Santen, A. Schadschneider, M. Schreckenberg","Metastable States in CA models for Traffic Flow","6 pages, 4 postscript figures, Proceedings of the conference ""Traffic
  and Granular Flow '97"", Duisburg, Germany, October 5-8, 1997",,,,"cond-mat.stat-mech",,"  Measurements of traffic flow show the existence of metastable states of very
high throughput. These observations cannot be reproduced by the CA model of
Nagel and Schreckenberg (NaSch model), not even qualitatively. Here we present
two variants on the NaSch model with modified acceleration rules
('slow-to-start' rules). Although these models are still discrete in time and
space, different types of metastable states can be observed.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 13:54:16 GMT""}]","2007-05-23"
"cond-mat/9711283","Slava Yukalov","V. I. Yukalov and E. P. Yukalova","Chaotic Lattice - Gas Model","1 file, 23 pages, LaTex, no figures","Physica A 213 (1995) 482-499","10.1016/0378-4371(94)00236-M",,"cond-mat.stat-mech",,"  A nonuniform system is considered consisting of two phases with different
densities of particles. At each given time the distribution of the phases in
space is chaotic: each phase filling a set of regions with random shapes and
locations. A chaotic diffusion process intermixes these regions by varying
their shapes and locations in a random way. To investigate the statistical
properties of such a system, it is exemplified by a lattice-gas model.
Conditions are analysed when this chaotic lattice-gas model can become
thermodynamically more stable than the usual model describing a pure one-phase
system.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 14:41:56 GMT""}]","2015-06-25"
"cond-mat/9711284","Dan Fuchs","Dan T. Fuchs (1), Eli Zeldov (1), Michael Rappaport (1), Tsuyoshi
  Tamegai (2), Shuuichi Ooi (2), Hadas Shtrikman(1) ((1) Weizmann Institute of
  Science, (2) Tokyo University)","Where does the transport current flow in Bi2Sr2CaCu2O8 crystals?","11 pages, 4 figures, accepted for publication in Nature","Nature, Volume 391, page 373, (1998).","10.1038/34879",,"cond-mat.supr-con",,"  A new measurement technique for investigation of vortex dynamics is
introduced. The distribution of the transport current across a crystal is
derived by a sensitive measurement of the self-induced magnetic field of the
transport current. We are able to clearly mark where the flow of the transport
current is characterized by bulk pinning, surface barrier, or a uniform current
distribution. One of the novel results is that in BSCCO crystals most of the
vortex liquid phase is affected by surface barriers resulting in a thermally
activated apparent resistivity. As a result the standard transport measurements
in BSCCO do not probe the dynamics of vortices in the bulk, but rather measure
surface barrier properties.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 14:50:50 GMT""}]","2015-06-25"
"cond-mat/9711285","Phil Nelson","Philip Nelson (University of Pennsylvania)","Sequence Effects on DNA Entropic Elasticity","LaTeX; postscript available at
  http://dept.physics.upenn.edu/~nelson/index.shtml","Phys. Rev. Lett. 80 (1998) 5810","10.1103/PhysRevLett.80.5810","UPR--781T","cond-mat.soft q-bio.BM",,"  DNA stretching experiments are usually interpreted using the worm-like chain
model; the persistence length A appearing in the model is then interpreted as
the elastic stiffness of the double helix. In fact the persistence length
obtained by this method is a combination of bend stiffness and intrinsic bend
effects reflecting sequence information, just as at zero stretching force. This
observation resolves the discrepancy between the value of A measured in these
experiments and the larger ``dynamic persistence length'' measured by other
means. On the other hand, the twist persistence length deduced from
torsionally-constrained stretching experiments suffers no such correction. Our
calculation is very simple and analytic; it applies to DNA and other polymers
with weak intrinsic disorder.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 15:42:51 GMT""}]","2009-10-30"
"dg-ga/9711018","Dan Burghelea","D. Burghelea (OSU, Columbus), L. Friedlander (Univ.of Arizona), T.
  Kappeler (Univ. of Zurich)","Relative torsion for representations in finite type Hilbert modules","70 pages, Latex",,,,"dg-ga math.DG",,"  For a closed manifold equipped with a Riemannian metric, a triangulation, a
representation of its fundamental group on an Hilbert module of finite type
(over of finite von Neumann algebra), and a Hermitian structure on the flat
bundle associated to the representation, one defines a numerical invariant, the
relative torsion. The relative torsion is a positive real number and unlike the
analytic torsion or the Reidemeister torsion, which are defined only when the
pair manifold- representation is of determinant class, is always defined. When
the pair is of determinant class the relative torsionis equal to the quotient
of the analytic and the Reidemeister torsion.We calculate the relative torsion.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 22:06:15 GMT""}]","2007-05-23"
"dg-ga/9711019",,"Sam Evens and Jiang-Hua Lu","Poisson harmonic forms, Kostant harmonic forms, and the
  $S^1$-equivariant cohomology of $K/T$",,,,,"dg-ga math.DG math.QA q-alg",,"  We characterize the harmonic forms on a flag manifold $K/T$ defined by
Kostant in 1963 in terms of a Poisson structure. Namely, they are ``Poisson
harmonic"" with respect to the so-called Bruhat Poisson structure on $K/T$. This
enables us to give Poisson geometrical proofs of many of the special properties
of these harmonic forms. In particular, we construct explicit representatives
for the Schubert basis of the $S^1$-equivariant cohomology of $K/T$, where the
$S^1$-action is defined by $\rho$. Using a simple argument in equivariant
cohomology, we recover the connection between the Kostant harmonic forms and
the Schubert calculus on $K/T$ that was found by Kostant and Kumar in 1986. We
also show that the Kostant harmonic forms are limits of the more familiar Hodge
harmonic forms with respect to a family of Hermitian metrics.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 11:00:14 GMT""}]","2007-05-23"
"dg-ga/9711020","Abdelghani Zeghib","Abdelghani Zeghib","Isometry groups and geodesic foliations of Lorentz manifolds. Part II:
  Geometry of analytic Lorentz manifolds with large isometry groups","33 pages, LaTeX",,,,"dg-ga math.DG",,"  This is Part II of a series on noncompact isometry groups of
  Lorentz manifolds. We have introduced in Part I, a compactification of these
isometry groups, and called ``bi-polarized'' those Lorentz manifolds having a
``trivial '' compactification. Here we show a geometric rigidity of
non-bi-polarized Lorentz manifolds; that is, they are (at least locally) warped
products of constant curvature Lorentz manifolds by Riemannian manifolds.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 09:45:35 GMT""}]","2016-08-31"
"gr-qc/9711074","Li-Xin Li","Li-Xin Li and J. Richard Gott, III","A Self-Consistent Vacuum for Misner Space and the Chronology Protection
  Conjecture","5 pages, received September 5, 1997, with a note added November 24,
  1997","Phys.Rev.Lett. 80 (1998) 2980","10.1103/PhysRevLett.80.2980",,"gr-qc astro-ph",,"  In this paper we find a self-consistent vacuum for Misner space. For this
""adapted"" Rindler vacuum the renormalized stress-energy tensor is zero
throughout the Misner space. A point-like particle detector traveling on a
timelike geodesic in a Misner space with this vacuum detects nothing. Misner
space with this vacuum thus creates no problems for time travel in and of
itself but a time traveler may pose a danger to himself and to the spacetime.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 20:57:43 GMT""}]","2012-08-27"
"gr-qc/9711075","Dharam V. Ahluwalia","D. V. Ahluwalia (Los Alamos)","Three Quantum Aspects of Gravity","Invited paper to appear in the Festscrift celebrating 90th birthday
  of Professor Ta-You Wu","Chin.J.Phys.35:804-808,1997",,"LA-UR-97-4809","gr-qc",,"  It is argued that (a) In the quantum realm test-particle masses have
non-trivial observability which induces a non-geometric element in gravity, (b)
Any theory of quantum gravity, on fundamental grounds, must contain an element
of non-locality that makes position measurements non-commutative, and (c) The
classical notion of free fall does not readily generalize to the quantum
regime.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 23:15:35 GMT""}]","2008-11-26"
"gr-qc/9711077","Motomu Tsuda","Motomu Tsuda and Takeshi Shirafuji","Minimal Off-Shell Version of N = 1 Chiral Supergravity","9 pages, latex","Phys.Rev. D58 (1998) 087702","10.1103/PhysRevD.58.087702","STUPP-97-152","gr-qc",,"  We construct the minimal off-shell formulation of N = 1 chiral supergravity
(SUGRA) introducing a complex antisymmetric tensor field $B_{\mu \nu}$ and a
complex axial-vector field $A_{\mu}$ as auxiliary fields. The resulting algebra
of the right- and left-handed supersymmetry (SUSY) transformations closes off
shell and generates chiral gauge transforamtions and vector gauge
transformations in addition to the transformations which appear in the case
without auxiliary fields.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 07:58:11 GMT""}]","2009-10-30"
"gr-qc/9711078","Mark A. Scheel","The Binary Black Hole Grand Challenge Alliance: G. B. Cook, M. F. Huq,
  S. A. Klasky, M. A. Scheel, A. M. Abrahams, A. Anderson, P. Anninos, T. W.
  Baumgarte, N. T. Bishop, S. R. Brandt, J. C. Browne, K. Camarda, M. W.
  Choptuik, C. R. Evans, L. S. Finn, G. C. Fox, R. Gomez, T. Haupt, L. E.
  Kidder, P. Laguna, W. Landry, L. Lehner, J. Lenaghan, R. L. Marsa, J. Masso,
  R. A. Matzner, S. Mitra, P. Papadopoulos, M. Parashar, L. Rezzolla, M. E.
  Rupright, F. Saied, P. E. Saylor, E. Seidel, S. L. Shapiro, D. Shoemaker, L.
  Smarr, W. M. Suen, B. Szilagyi, S. A. Teukolsky, M. H.P.M. van Putten, P.
  Walker, J. Winicour, J. W. York Jr","Boosted three-dimensional black-hole evolutions with singularity
  excision",,"Phys.Rev.lett.80:2512-2516,1998","10.1103/PhysRevLett.80.2512",,"gr-qc",,"  Binary black hole interactions provide potentially the strongest source of
gravitational radiation for detectors currently under development. We present
some results from the Binary Black Hole Grand Challenge Alliance three-
dimensional Cauchy evolution module. These constitute essential steps towards
modeling such interactions and predicting gravitational radiation waveforms. We
report on single black hole evolutions and the first successful demonstration
of a black hole moving freely through a three-dimensional computational grid
via a Cauchy evolution: a hole moving ~6M at 0.1c during a total evolution of
duration ~60M.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 14:50:25 GMT""}]","2012-08-27"
"gr-qc/9711079","Carsten Gundlach","Carsten Gundlach (Albert Einstein Institut, Potsdam)","Angular momentum at the black hole threshold","4 pages, Revtex. Abbreviated version, using simpler notation","Phys.Rev.D57:7080-7083,1998","10.1103/PhysRevD.57.7080",,"gr-qc",,"  Near the black hole threshold in phase space, the black hole mass as a
function of the initial data shows the ""critical scaling"" M \simeq C
(p-p_*)^\gamma, where p labels a family of initial data, p_* is the value of p
at the threshold, and the critical exponent \gamma is universal for a given
matter model. The black hole charge Q obeys a similar law. To complete the
picture, we include angular momentum as a perturbation. For the black hole
angular momentum \vec L we find the oscillating behavior \vec L \simeq Re[
(\vec A + i \vec B) (p-p_*)^{\mu+i\omega} ]. The assumptions of the calculation
hold for p = \rho / 3 perfect fluid matter, and we calculate \mu \simeq 0.799
and \omega \simeq 0.231.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 14:38:52 GMT""},{""version"":""v2"",""created"":""Sun, 21 Dec 1997 17:33:23 GMT""}]","2009-12-30"
"hep-ex/9711019","Nick Brook HEP Glasgow","J. Jason Ward (University of Glasgow)","The Hadronic Final States in Deep Inelastic $e\gamma$ Scattering at a
  Future e^+e^- Linear Collider","5 pages. 1 postscript figures + 1 postscript preprint logo + 1 LaTeX
  file + 1 style file. Also available at
  http://ppewww.ph.gla.ac.uk/preprints/97/12/",,,"GLAS-PPE-97-12","hep-ex",,"  Energy flow distributions from tagged $\gamma\gamma$ events generated with
HERWIG are presented for $E_{beam} = 45.6$ GeV (LEP1) and $E_{beam} = 175$ GeV
(top-quark threshold at a future e^+e^- Linear Collider). They have very
similar shapes regardless of the beam energy. Using the present knowledge of
the LEP $F_2^{\gamma}$ analyses, it is forseen that the understanding of the
hadronic response of the forward region of the LC detector is vital to the
development of the final state models in $\gamma\gamma$ Monte Carlos. Such
models are relied upon to extract $F_2^{\gamma}$ from the data, and hence
understanding the forward region well may be crucial in the determination of
whether or not a low-$x$ rise exists in the photon structure function.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 08:03:08 GMT""}]","2007-05-23"
"hep-ex/9711020","Preprints Libr/pam","P. Drell","Heavy Quark Decays","32 pages, postscript file also available through
  http://w4.lns.cornell.edu/public/CLNS",,,"CLNS 97/1521","hep-ex",,"  Recent results in the decays of the heavy quarks, bottom and charm, are
reviewed.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 13:19:49 GMT""}]","2007-05-23"
"hep-lat/9711050","Paul Mackenzie","Paul B. Mackenzie, Sinead M. Ryan, and James N. Simone","Spectroscopy of B_s and D_s Mesons","6 pages, 4 figures, espcrc2.sty (included)","Nucl.Phys.Proc.Suppl.63:305-310,1998","10.1016/S0920-5632(97)00753-6","Fermilab Conf-97/399-T","hep-lat",,"  We study Bs and Ds spectroscopy in quenched lattice QCD using the Fermilab
approach to heavy quarks. We obtain results at four lattice spacings, $a$,
using $O(a)$-improved Wilson quarks. We compare and contrast the various
methods for heavy quarks on the lattice, discussing discussing which methods
work best for different physical systems and the ease with which calculations
may be performed.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 21:33:12 GMT""}]","2008-11-26"
"hep-lat/9711051","Sergio Caracciolo","Sergio Caracciolo, Maria Serena Causo and Andrea Pelissetto","Monte Carlo results for three-dimensional self-avoiding walks","Talk presented at Lattice '97 (Higgs, Yukawa, SUSY and Spin Models),
  Edinburgh (UK), July 1997. LaTeX2e, 3 pages, uses espcrc2","Nucl.Phys.Proc.Suppl. 63 (1998) 652-654","10.1016/S0920-5632(97)00861-X",,"hep-lat cond-mat.stat-mech",,"  We discuss possible sources of systematic errors in the computation of
critical exponents by renormalization-group methods, extrapolations from exact
enumerations and Monte Carlo simulations. A careful Monte Carlo determination
of the susceptibility exponent gamma for three-dimensional self-avoiding walks
has been used to test the claimed accuracy of the various methods.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 09:31:15 GMT""}]","2009-10-30"
"hep-ph/9711471","Lisa Randall","Lisa Randall","Supersymmetry and Inflation","19 pages, Latex, sprocl.sty, To appear in Perspectives on Higgs
  Physics II, ed. G. L. Kane, World Scientific, Singapore",,,"MIT-CTP-2699","hep-ph",,"  Inflation is a promising solution to many problems of the standard Big-Bang
cosmology. Nevertheless, inflationary models have proved less compelling. In
this chapter, we discuss why supersymmetry has led to more natural models of
inflation. We pay particular attention to multifield models, both with a high
and a low Hubble parameter.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 18:00:46 GMT""}]","2007-05-23"
"hep-ph/9711472","Toni Coarasa","J.A. Coarasa, David Garcia, Jaume Guasch, Ricardo A. Jimenez, Joan
  Sola","Heavy charged Higgs boson decaying into top quark in the MSSM","10 pages, LaTeX, 5 figs included as a separate file, full postscript
  version available at ftp://ftp.ifae.es/preprint/ft/uabft433.ps","Phys.Lett.B425:329-336,1998","10.1016/S0370-2693(98)00255-X","UAB-FT-433","hep-ph",,"  Observing a heavy charged Higgs boson produced in the near future at the
Tevatron or at the LHC would be instant evidence of physics beyond the Standard
Model. Whether such a Higgs boson would be supersymmetric or not it could only
be decided after accurate prediction of its properties. Here we compute the
decay width of the dominant decay of such a boson, namely H^+ -> t \bar{b},
including the leading electroweak corrections originating from large Yukawa
couplings within the MSSM. These electroweak effects turn out to be of
comparable size to the O(alpha_s) QCD corrections in relevant portions of the
MSSM parameter space. Our analysis incorporates the stringent low-energy
constraints imposed by radiative B-meson decays.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 21:32:14 GMT""}]","2010-01-28"
"hep-ph/9711473","Sreerup Raychaudhuri","Dilip Kumar Ghosh (Mumbai Univ.), Sreerup Raychaudhuri (CERN)","R-parity Violation in Neutralino Decays at an e \gamma Collider","LaTeX, 17 pages, 4 figures","Phys.Lett. B422 (1998) 187-195","10.1016/S0370-2693(98)00045-8","CERN-TH/97-341","hep-ph",,"  At an e-\gamma collider, a selectron \tilde{e}_{L,R} may be produced in
association with a (lightest) neutralino \tilde{\chi}_1. Decay of the selectron
may be expected to yield a final state with an electron and another
\tilde{\chi}_1. If R-parity is violated, these two neutralinos will decay,
giving rise to distinctive signatures, which are identified and studied.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 22:19:34 GMT""}]","2009-10-30"
