"alg-geom/9710026","Dmitry Kaledin","D. Kaledin","Hyperkaehler structures on total spaces of holomorphic cotangent bundles","100 pages, LaTeX2e",,,,"alg-geom math.AG",,"  Let $M$ be a Kaehler manifold, and consider the total space $T^*M$ of the
cotangent bundle to $M$. We show that in the formal neighborhood of the zero
section $M \subset T^*M$ the space $T^*M$ admits a canonical hyperkaehler
structure, compatible with the complex and holomorphic symplectic structures on
$T^*M$. The associated hyperkaehler metric $h$ coincides with the given Kaehler
metric on the zero section $M \subset T^*M$. Moreover, $h$ is invariant under
the canonical circle action on $T^*M$ by dilatations along the fibers of $T^*M$
over $M$. We show that a hyperkaehler structure with these properties is
unique. When the Kaehler metric on $M$ is real-analytic, we show that this
formal hyperkaehler structure can be extended to an open neighborhood of the
zero section. We also prove a hyperkaehler analog of the Darboux-Weinstein
Theorem. To prove these results, we use the machinery of $R$-Hodge structures,
following Deligne and Simpson.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 03:14:16 GMT""}]","2007-05-23"
"cond-mat/9710243","Marcel Franz","M. Franz (Johns Hopkins) and M. Ichioka (Okayama)","Comment on ``Quasiparticle Spectra around a Single Vortex in a d-wave
  Superconductor''","1 page REVTeX, to appear in PRL",,"10.1103/PhysRevLett.79.4513",,"cond-mat.supr-con",,"  In a recent Letter Morita, Kohmoto and Maki analyzed the structure of
quasiparticle states near a single vortex in a d-wave superconductor using an
approximate version of the Bogoliubov - de Gennes theory. Their principal
result is the existence of a bound state within the core region at finite
energy with full rotational symmetry, which they assert explains the recent
scanning tunneling microscopy results on YBCO single crystals. Here we argue
that the approximation used in this work is fundamentally inadequate for the
description of a d-wave vortex and that the obtained circular symmetry of the
local density of states is an unphysical artifact of this approximation.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:15:21 GMT""}]","2009-10-30"
"cond-mat/9710244","Scott Sides","S.W. Sides, P.A. Rikvold, and M.A. Novotny","Hysteresis loop areas in kinetic Ising models: Effects of the switching
  mechanism","9 pages including 3 figures. Submitted as a manuscript for the 7th
  Joint MMM-Intermag conference. To be published in the Journal of Applied
  Physics and the IEEE Transactions on Magnetics. Contains 1 updated figure and
  revised text","J. Appl. Phys., 83 (1998) 6494","10.1063/1.367600","FSU-SCRI-97C-119","cond-mat.mtrl-sci cond-mat.stat-mech",,"  Experiments on ferromagnetic thin films have measured the dependence of the
hysteresis loop area on the amplitude and frequency of the external field,
$A$=$A(H_{0},\omega)$, and approximate agreement with numerical simulations of
Ising models has been reported. Here we present numerical and theoretical
calculations of $A$ in the low-frequency regime for two values of $H_{0}$,
which bracket a temperature and system-size dependent crossover field. Our
previous Monte Carlo studies have shown that the hysteretic response of the
kinetic Ising model is qualitatively different for amplitudes above and below
this crossover field. Using droplet theory, we derive analytic expressions for
the low-frequency asymptotic behavior of the hysteresis loop area. In both
field regimes, the loop area exhibits an extremely slow approach to an
asymptotic, logarithmic frequency dependence of the form $A \propto - [\ln
(H_{0} \omega)]^{-1}$. Our results are relevant to the interpretation of data
from experiments and simulations, on the basis of which power-law exponents for
the hysteresis-loop area have been reported.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 20:40:22 GMT""},{""version"":""v2"",""created"":""Mon, 26 Jan 1998 15:44:23 GMT""}]","2009-10-30"
"cond-mat/9710245",,"Ross H. McKenzie (University of New South Wales, Sydney, Australia),
  J. S. Qualls, S. Y. Han, and J. S. Brooks (Florida State University)","Violation of Kohler's rule by the magnetoresistance of a
  quasi-two-dimensional organic metal","5 pages, RevTeX + epsf, 2 figures. Slightly revised version to appear
  in Physical Review B, May 15, 1998","Phys. Rev. B 57, 11854 (1998).","10.1103/PhysRevB.57.11854","QE2-97-02","cond-mat.str-el cond-mat.supr-con",,"  The interlayer magnetoresistance of the quasi-two-dimensional metal
$\alpha$-(BEDT-TTF)$_2$KHg(SCN)$_4$ is considered. In the temperature range
from 0.5 to 10 K and for fields up to 10 tesla the magnetoresistance has a
stronger temperature dependence than the zero-field resistance. Consequently
Kohler's rule is not obeyed for any range of temperatures or fields. This means
that the magnetoresistance cannot be described in terms of semiclassical
transport on a single Fermi surface with a single scattering time. Possible
explanations for the violations of Kohler's rule are considered, both within
the framework of semi-classical transport theory and involving incoherent
interlayer transport. The issues considered are similar to those raised by the
magnetotransport of the cuprate superconductors.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 00:03:05 GMT""},{""version"":""v2"",""created"":""Wed, 4 Mar 1998 03:58:52 GMT""}]","2009-10-30"
"cond-mat/9710246","Prokofiev Nikolai","Nikolai Prokof'ev (Kurchatov Institute) and Philip Stamp (University
  of British Columbia)","Low-Temperature Quantum Relaxation in a System of Magnetic Nanomolecules","4 pages, 3 PostScript figures, LaTex",,"10.1103/PhysRevLett.80.5794","ISFTT-MO-02","cond-mat",,"  We argue that to explain recent resonant tunneling experiments on crystals of
Mn$_{12}$ and Fe$_8$, particularly in the low-T limit, one must invoke dynamic
nuclear spin and dipolar interactions. We show the low-$T$, short-time
relaxation will then have a $\sqrt{t/\tau}$ form, where $\tau $ depends on the
nuclear $T_2$, on the tunneling matrix element $\Delta_{10}$ between the two
lowest levels, and on the initial distribution of internal fields in the
sample, which depends very strongly on sample shape. The results are directly
applicable to the $Fe_8$ system. We also give some results for the long-time
relaxation.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 06:29:49 GMT""}]","2009-10-30"
"cond-mat/9710247","Imre Varga","Imre Varga (1 and 2) and Janos Pipek (2) ((1) Department of
  Theoretical Physics, Institute of Physics, Technical University of Budapest,
  Hungary, (2) Condensed Matter Research Group of the Hungarian Academy of
  Sciences, Hungary)","The generalized localization lengths in one dimensional systems with
  correlated disorder","7 pages, LaTeX (IOP style), 2 figures",,"10.1088/0953-8984/10/2/009",,"cond-mat.dis-nn",,"  The scale invariant properties of wave functions in finite samples of one
dimensional random systems with correlated disorder are analyzed. The random
dimer model and its generalizations are considered and the wave functions are
compared. Generalized entropic localization lengths are introduced in order to
characterize the states and compared with their behavior for exponential
localization. An acceptable agreement is obtained, however, the exponential
form seems to be an oversimplification in the presence of correlated disorder.
According to our analysis in the case of the random dimer model and the two new
models the presence of power-law localization cannot be ruled out.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 10:38:21 GMT""}]","2009-10-30"
"cond-mat/9710248","Philippe de Forcrand","Ulrich H.E. Hansmann (Inst. for Molecular Science, Okazaki, Japan) and
  Philippe de Forcrand (SCSC, ETH Zurich, Switzerland)","A simple ansatz to describe thermodynamic quantities of peptides and
  proteins at low temperatures","11 pages, Latex, 4 Postscript figures, to appear in Int. J. Mod.
  Phys. C (1997)","Int.J.Mod.Phys.C 8 (1997) 1085-1094","10.1142/S0129183197000953","SCSC-TR-97-17","cond-mat hep-lat q-bio",,"  We describe a simple ansatz to approximate the low temperature behavior of
proteins and peptides by a mean-field-like model which is analytically
solvable. For a small peptide some thermodynamic quantities are calculated and
compared with numerical results of an all-atoms simulation. Our approach can be
used to determine the weights for a multicanonical simulation of the molecule
under consideration.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 11:11:09 GMT""}]","2015-06-25"
"cond-mat/9710249","Loktev V. M.","I.V.Ostrovskii, S.V.Saiko, O.Ya.Olikh, H.G.Walther","Acoustoelectric Study of Interface Trapping Defects in GaAs Epitaxial
  Strucrures","11 pages, 6 EPS figures",,,,"cond-mat.mtrl-sci",,"  A new acousto-electrical method making use of transient transverse
acoustoelectric voltage (TAV) to study solid state structures is reported. This
voltage arises after a surface acoustic wave (SAW) generating the signal is
switched off. Related measurements consist in detecting the shape of transient
voltage and its spectral and temperature dependence. Both theory and experiment
show that this method is an effective tool to characterize trapping centers in
the bulk as well as at surfaces or interfaces of epitaxial semiconductor
structures.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 13:21:59 GMT""}]","2007-05-23"
"cond-mat/9710250","Alok Shukla","Alok Shukla, Michael Dolg, Peter Fulde and Hermann Stoll","Obtaining Wannier Functions of a Crystalline Insulator within a
  Hartree-Fock approach: Applications to LiF and LiCl","39 Pages, RevTex, 4 postscript figures, to appear in PRB15, January
  98",,"10.1103/PhysRevB.57.1471",,"cond-mat",,"  An ab initio Hartree-Fock approach aimed at directly obtaining the localized
orthogonal orbitals (Wannier functions) of a crystalline insulator is described
in detail. The method is used to perform all-electron calculations on the
ground states of crystalline lithium fluoride and lithium chloride, without the
use of any pseudo or model potentials. Quantities such as total energy, x-ray
structure factors and Compton profiles obtained using the localized
Hartree-Fock orbitals are shown to be in excellent agreement with the
corresponding quantities calculated using the conventional Bloch-orbital based
Hartree-Fock approach. Localization characteristics of these orbitals are also
discussed in detail.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 14:53:59 GMT""}]","2009-10-30"
"dg-ga/9710026","Alejandro Rivero","Alejandro Rivero (Universidad de Zaragoza, Spain)","Introduction to the Tangent Grupoid","8 pages, latex",,,,"dg-ga math.DG",,"  We present some plausible definitions for the tangent grupoid of a manifold
M, as well as some of the known applications of the structure. This is a kind
of introductory note.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 11:53:16 GMT""}]","2007-05-23"
"gr-qc/9710107","Jochen Peitz","Jochen Peitz (1) and Stefan Appl (2) ((1) Landessternwarte Heidelberg,
  (2) Institut f""ur Angewandte Mathematik, Universit""at Heidelberg)","3+1 formulation of non-ideal hydrodynamics","24 pages, LateX, uses mn.sty and AMS fonts, no figures, accepted for
  publication in the MNRAS, also available via
  http://www.lsw.uni-heidelberg.de/~jpeitz/Personal.html",,"10.1046/j.1365-8711.1998.01259.x",,"gr-qc astro-ph",,"  The equations governing dissipative relativistic hydrodynamics are formulated
within the 3+1 approach for arbitrary spacetimes. Dissipation is accounted for
by applying the theory of extended causal thermodynamics (Israel-Stewart
theory). This description eliminates the causality violating infinite signal
speeds present in the conventional Navier-Stokes equation. As an example we
treat the astrophysically relevant case of stationary and axisymmetric
spacetimes, including the Kerr metric. The equations take a simpler form
whenever the inertia due to the dissipative contributions can be neglected.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:23:05 GMT""}]","2009-10-30"
"gr-qc/9710108","Louis Crane","Louis Crane","On the interpretation of relativistic spin networks and the balanced
  state sum","4 pages latex",,,,"gr-qc",,"  We discuss the interpretation of the state sum of Barrett and Crane.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 20:32:14 GMT""}]","2007-05-23"
"gr-qc/9710110","Dario Nunez","Dario Nunez","Oscillating shells: A model for a variable cosmic object",,"Astrophys.J. 482 (1997) 963-970","10.1086/304190",,"gr-qc",,"  A model for a possible variable cosmic object is presented. The model
consists of a massive shell surrounding a compact object. The gravitational and
self-gravitational forces tend to collapse the shell, but the internal
tangential stresses oppose the collapse. The combined action of the two types
of forces is studied and several cases are presented. In particular, we
investigate the spherically symmetric case in which the shell oscillates
radially around a central compact object.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 14:52:51 GMT""}]","2009-10-30"
"hep-ex/9710019","Boaz Klima","Boaz Klima (Fermilab; for the D0 collaboration)","Searches for First Generation Leptoquark Pair Production in pbar-p
  Collisions at D0","9 pages, LaTex, 5 embedded ps/eps figures, uses epsfig.sty and
  prhep97.sty (for HEP97; attached), talk at the International Europhysics
  Conference on High Energy Physics (EPS'97), Jerusalem, Israel, Aug. 19--26,
  1997; to appear in the proceeding",,,"Fermilab-Conf-97/329-E","hep-ex",,"  We have searched for the pair production of first generation scalar
leptoquarks using the full data set (123 pb**-1) collected with the D0 detector
at the Fermilab Tevatron during 1992-1996. We observe no candidates, consistent
with the expected background. We combine these new results from the ee + jets
and enu + jets channels with the published nunu + jets result to obtain a 95%
CL upper limits on the LQ pair production cross section as a function of mass
and beta, the branching ratio to a charged lepton and a quark. Comparing to the
NLO theory predictions, we set 95% CL lower limits on the LQ mass of 225, 204,
and 79 GeV/c**2 for beta=1, 1/2, and 0, respectively. The results of this
analysis rule out an interpretation of the excess of high Q**2 events at HERA
as leptoquarks with LQ mass below 200 GeV/c**2 for values of beta > 0.4.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:01:30 GMT""}]","2007-05-23"
"hep-ex/9710020","Nick Brook HEP Glasgow","N. H. Brook(University of Glasgow)","Hadronic Final States in Deep Inelastic Scattering at HERA","12 pages. 10 postscript figures + 1 postscript preprint logo + 1
  LaTeX file + 1 style file. Also available at
  http://ppewww.ph.gla.ac.uk/preprints/97/08/ Lecture given at ` The Actual
  Problems of Particle Physics', Gomel, Belarus",,,"GLAS-PPE-97-08","hep-ex",,"  This lecture contains a brief introduction to HERA and deep inelastic
scattering (DIS), before going on to highlight some of the measurements of the
hadronic final state in DIS performed by the H1 and ZEUS collaborations.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 08:11:46 GMT""}]","2007-05-23"
"hep-ex/9710021","Nick Brook HEP Glasgow","N. H. Brook(University of Glasgow)","CP Violation and Future `B-Factories'","12 pages. 11 postscript figures + 1 postscript preprint logo + 1
  LaTeX file + 1 style file. Also available at
  http://ppewww.ph.gla.ac.uk/preprints/97/09/ Lecture given at ` The Actual
  Problems of Particle Physics', Gomel, Belarus",,,"GLAS-PPE-97-09","hep-ex",,"  This lecture contains a brief introduction to CP violation in the B system
before discussing future experimental programmes and their CP reach in the B
system.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 09:04:18 GMT""}]","2007-05-23"
"hep-ex/9710022","Andre Sopczak","A. Sopczak","Charged Higgs Boson Detector Aspects","3 pages, LaTeX, 1 figure, uses graphicx, contribution to the
  ""ECFA/DESY Study on Physics and Detectors for the Linear Collider"", DESY
  97-123E, ed. R. Settles",,,,"hep-ex hep-ph",,"  The discovery potential for charged Higgs bosons has been studied including
background simulations for sqrts = 500 GeV and a luminosity of 10 fb-1
depending on the hadronic calorimeter resolution of a LC500 detector. The
hadronic decay channel H+H- --> cscs is in particular suited for this study due
to a large sensitivity dependence on the hadron calorimeter performance. For
this study a hadronic energy resolution as achieved at LEP experiments is
sufficient to reach a very good sensitivity. A calorimeter with weaker energy
resolution would reduce the sensitivity by a factor of two.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 09:05:52 GMT""}]","2007-05-23"
"hep-ex/9710023","Preprints Libr/pam","M. Bishai, et al","Search for the Decay $B\to D_{s1}^{+}(2536)X$","16 page postscript file, postscript file also available through
  http://w4.lns.cornell.edu/public/CLNS","Phys.Rev.D57:3847-3853,1998","10.1103/PhysRevD.57.3847","CLNS 97/1513, CLEO 97-20","hep-ex",,"  Using data recorded by the CLEO II detector at CESR, we have searched for the
decay B -> Ds1+(2536) X, where Ds1+ is the narrow P-wave D_s^+ meson with
J^P=1^+. The upper limit to the inclusive branching fraction is measured to be
Br(B -> Ds1+ X) < 0.95% at the 90% confidence level. This limit is small
compared with the total expected B -> Dbar(*)D(*)KX rate. Assuming
factorization, the Ds1+ decay constant is constrained to be f_Ds1 < 114 MeV at
the 90% confidence level, which is at least 2.5 times smaller than that of Ds+.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 12:54:58 GMT""}]","2010-04-08"
"hep-ex/9710024","Frank Dropmann","WA89 Collaboration: M. I. Adamovich, et al","First observation of the Xi- pi+ decay mode of the Xi0(1690) hyperon","6 pages, Latex, 1 eps figure","Eur.Phys.J.C5:621-624,1998","10.1007/s100520050304","CERN PPE/97-134 and MPI H-V38-1997","hep-ex",,"  We report the first observation of the Xi- pi+ decay mode of the Xi0(1690),
confirming the existence of this resonance. The Xi0(1690) were produced by
Sigma- of 345 Gev/c mean momentum in copper and carbon targets. The mass and
width are close to those observed earlier for the Xi-(1690) in the Lambda K-
decay channel. The product of inclusive production cross section and branching
ratio is given relative to that of the Xi0(1530).
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 13:03:21 GMT""}]","2008-11-26"
"hep-lat/9710077","Krzywicki","S.Bilke, Z.Burda, A.Krzywicki, B.Petersson, J.Tabaczek, G.Thorleifsson","4d Simplicial Quantum Gravity Interacting with Gauge Matter Fields","latex2e, 10 pages incorporating 2 tables and 3 figures (using epsf)","Phys.Lett. B418 (1998) 266-272","10.1016/S0370-2693(97)01409-3","BI-TH-97/41, LPTHE Orsay 97/52","hep-lat hep-th",,"  The effect of coupling non-compact $U(1)$ gauge fields to four dimensional
simplicial quantum gravity is studied using strong coupling expansions and
Monte Carlo simulations. For one gauge field the back-reaction of the matter on
the geometry is weak. This changes, however, as more matter fields are
introduced. For more than two gauge fields the degeneracy of random manifolds
into branched polymers does not occur, and the branched polymer phase seems to
be replaced by a new phase with a negative string susceptibility exponent
$\gamma$ and fractal dimension $d_H \approx 4$.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 18:18:19 GMT""}]","2009-10-30"
"hep-lat/9710078","Tamas Kovacs","Thomas DeGrand, Anna Hasenfratz, and Tamas G. Kovacs (University of
  Colorado, Boulder)","Instanton Effects in Hadron Spectroscopy in SU(2) (Lattice) Gauge Theory","13 pages, LaTeX, 8 eps figures","Phys.Lett. B420 (1998) 97-103","10.1016/S0370-2693(97)01497-4","COLO-HEP-391","hep-lat hep-ph hep-th",,"  We describe quenched spectroscopy in SU(2) gauge theory using smoothed gauge
field configurations. We investigate the properties of quarks moving in
instanton background field configurations, where the sizes and locations of the
instantons are taken from simulations of the full gauge theory. By themselves,
these multi-instanton configurations do not confine quarks, but they induce
chiral symmetry breaking.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 18:56:26 GMT""}]","2009-10-30"
"hep-lat/9710079","Hiroaki Arisue","H. Arisue","Surface width of the Solid-On-Solid models","3 pages, LaTeX, to appear in the proceedings of Lattice'97,
  Edinburgh, Scotland, July 22--26, 1997","Nucl.Phys.Proc.Suppl. 63 (1998) 649-651","10.1016/S0920-5632(97)00860-8",,"hep-lat",,"  The low-temperature series for the surface width of the Absolute value
Solid-On-Solid model and the Discrete Gaussian model both on the square lattice
and on the triangular lattice are generated to high orders using the improved
finite-lattice method. The series are analyzed to give the critical points of
the roughening phase transition for each model.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 03:33:18 GMT""}]","2009-10-30"
"hep-lat/9710080","Jonathan Flynn","J. M. Flynn (University of Southampton)","Lattice Calculations of Semileptonic Form Factors","13 pages, LaTeX with 4 eps figures. Uses packages: hfsprocl
  (included), epsf and rotating. To appear in Proceedings of 7th International
  Symposium on Heavy Flavor Physics, University of California, Santa Barbara,
  7-11 July 1997. Revised version corrects typo in axis labelling of fig 3",,,"SHEP 97/25","hep-lat",,"  We review the results of lattice QCD calculations of form factors for
semileptonic decays of D and B mesons. We also mention results for semileptonic
decays of b baryons and the rare radiative decay B to K* gamma.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 15:28:27 GMT""},{""version"":""v2"",""created"":""Fri, 24 Oct 1997 21:04:43 GMT""}]","2007-05-23"
"hep-ph/9710431","Tom Weiler","Thomas J. Weiler","Cosmic Ray Neutrino Annihilation on Relic Neutrinos Revisited: A
  Mechanism for Generating Air Showers above the Greisen-Zatsepin-Kuzmin
  Cut-off","26 pages, 1 .ps figure, LaTex; version to appear in Astropart. Phys.;
  material added in response to referee(s)","Astropart.Phys.11:303-316,1999","10.1016/S0927-6505(98)00068-1","VAND-TH-97-8","hep-ph astro-ph",,"  If neutrinos are a significant contributor to the matter density of the
universe, then they should have $\sim$ eV mass and cluster in galactic (super)
cluster halos, and possibly in galactic halos as well. It was noted in the
early 1980's that cosmic ray neutrinos with energy within $\delta
E/E_R=\Gamma_Z/M_Z \sim 3%$ of the peak energy $E_R=4 (eV/m_{\nu})\times
10^{21}$ eV will annihilate on the nonrelativistic relic antineutrinos (and
vice versa) to produce the Z-boson with an enhanced, resonant cross section of
${\cal O}(G_F)\sim 10^{-32}{cm}^2$. The result of the resonant neutrino
annihilation is a hadronic Z-burst 70% of the time, which contains, on average,
thirty photons and 2.7 nucleons with energies near or above the GZK cutoff
energy of $5\times 10^{19}$ eV. These photons and nucleons produced within our
Supergalactic halo may easily propagate to earth and initiate super-GZK air
showers. Here we show that the probability for each neutrino flavor at its
resonant energy to annihilate within the halo of our Supergalactic cluster is
likely within an order of magnitude of 1%, with the exact value depending on
unknown aspects of neutrino mixing and relic neutrino clustering. The absolute
lower bound in a hot Big Bang universe for the probability to annihilate within
a 50 Mpc radius (roughly a nucleon propagation distance) of earth is 0.036%.
  From fragmentation data for Z-decay, we estimate that the nucleons are more
energetic than the photons by a factor $\sim 10$. Several tests of the
hypothesis are indicated.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:27:44 GMT""},{""version"":""v2"",""created"":""Wed, 23 Dec 1998 00:16:34 GMT""}]","2010-11-30"
"hep-ph/9710438","Sven Heinemeyer","A. Djouadi, P. Gambino, S. Heinemeyer, W. Hollik, C. J\""unger, G.
  Weiglein","Leading QCD Corrections to Scalar Quark Contributions to Electroweak
  Precision Observables","33 pages, LaTex, 12 figures and two tables included. Complete ps-file
  also available via WWW at
  http://www-itp.physik.uni-karlsruhe.de/prep/prep.html","Phys.Rev.D57:4179-4196,1998","10.1103/PhysRevD.57.4179","KA-TP-8-1997, MPI-PhT/97-39, PM 97/34","hep-ph",,"  In the supersymmetric extension of the Standard Model we derive the two-loop
QCD corrections to the scalar quark contributions to the electroweak precision
observables entering via the rho parameter. A very compact expression is
derived for the gluon-exchange contribution. The complete analytic result for
the gluino-exchange contribution is very lengthy; we give expressions for
several limiting cases that were derived from the general result. The two-loop
corrections, generally of the order of 10 to 30% of the one-loop contributions,
canbe very significant. Contrary to the Standard Model case, where the QCD
corrections are negative and screen the one-loop value, the corresponding
corrections in the supersymmetric case are in general positive, therefore
increasing the sensitivity in the search for scalar quarks through their
virtual effects in high-precision electroweak observables.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:43:13 GMT""}]","2009-07-09"
"hep-ph/9710439","Abdelhak Djouadi","A. Djouadi (LPM, Montpellier)","The search for the Standard Model Higgs boson at present and future
  colliders","14 pages and 4 ps figures",,,"PM 97-32","hep-ph",,"  I briefly review the Higgs sector in the Standard Model. After summarizing
the properties of the Higgs boson, I will discuss the prospects for discovering
this particle at the present colliders LEP2 and Tevatron and at the next
generation colliders LHC and a high-energy $e^+e^-$ linear collider. The
possibilities of studying the properties of the Higgs particle will be then
summarized. [Contribution to the European Network Workshop ""Tests of the
Electroweak Symmetry Breaking}, Ouranoupolis, Greece, May 1997.]
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 17:08:47 GMT""}]","2007-05-23"
"hep-ph/9710440","Abdelhak Djouadi","A. Djouadi (LPM, Montpellier)","QCD Corrections in Supersymmetric Theories","5 pages, no figures, needs espcrc2.sty","Nucl.Phys.Proc.Suppl.64:121-125,1998","10.1016/S0920-5632(97)01047-5","PM 97-33","hep-ph",,"  I discuss the effects of QCD radiative corrections in Supersymmetric
theories. After summarizing the SUSY--QCD lagrangian in the Minimal
Supersymmetric extension of the Standard Model, I will discuss the new features
introduced by SUSY, and the main complications compared to standard QCD
corrections. I will then discuss a few examples of QCD calculations in SUSY
theories, for standard processes and for processes involving SUSY particles
including the extended Higgs sector. [Talk given at ""QCD 97"", Montpellier 3-9
July 1997.]
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 17:09:30 GMT""}]","2008-11-26"
"hep-ph/9710441","Christopher Kolda","K.S. Babu, Christopher Kolda and John March-Russell (IAS)","Implications of Generalized Z-Z' Mixing","10 pages LaTeX","Phys. Rev. D 57, 6788 (1998)","10.1103/PhysRevD.57.6788","IASSNS-HEP-97/114","hep-ph",,"  We discuss experimental implications of extending the gauge structure of the
Standard Model to include an additional U(1) interaction broken at or near the
weak scale. We work with the most general, renormalizable Lagrangian for the
SU(2)\times U(1)\times U(1) sector, with emphasis on the phenomenon of gauge
kinetic mixing between the two U(1) gauge fields, and do not restrict ourselves
to any of the ""canonical"" Z' models often discussed in the literature.
Low-energy processes and Z-pole precision measurements are specifically
addressed.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 18:16:24 GMT""}]","2016-08-25"
"hep-ph/9710442","Manuel Perez-Victoria","F. del Aguila and M. Perez-Victoria","Constrained Differential Renormalization","11 pages, LaTeX, uses pictex.sty, talk delivered at the XXI
  International School of Theoretical Physics, Ustro\'n, Poland, September
  19-24, 1997","Acta Phys.Polon.B28:2279-2290,1997",,"UG-FT-81/97","hep-ph",,"  We review the method of differential renormalization, paying special
attention to a new constrained version for symmetric theories.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 19:10:28 GMT""}]","2011-04-15"
"hep-ph/9710443","Ed Stoeffhaas","O. Eboli, F. Halzen, K. Mizukoshi","The Associated Production of Weak Bosons and Jets by Multiple Parton
  Interactions","Revtex, 14 pages, uses epsf.sty, 11 postscript figures included","Phys. Rev. D 57, 1730 (1998)","10.1103/PhysRevD.57.1730","MADPH-97-1019","hep-ph",,"  The sources of $W + n$-jet events in hadron collisions are higher-order QCD
processes, but also multiple-parton interactions. A subprocess producing a $W +
k$-jet final state, followed by one producing $l$ jets in the same
nucleon-nucleon interaction, will result in a $W + n$-jet event if $k + l = n$.
In the simplest case a $W + 2$-jet event can be produced by a quark-antiquark
annihilation into $W$ and a 2-jet event occurring in the same proton-antiproton
interaction. We compute that this happens at the 10% level of the higher-order
QCD processes for the type of cuts made by the Tevatron experiments. For jet
$p_T$ values of order $5{\sim}10$ GeV, multiple-parton interactions dominate
higher-order QCD-processes. The emergence of this new source of $W + n$-jet
events towards lower $p_T $ simulates the running of $\alpha_s$; it is
imperative to remove these processes from the event sample in order to extract
information on the strong coupling constant. Also, BFKL studies of low-$p_T$
jet cross sections are held hostage to a detailed understanding of the
multiple-parton interactions. We perform the calculations required to achieve
these goals. A detailed experimental analysis of the data may, for the first
time, determine the effective areas occupied by quarks and gluons in the
nucleon. These are not necessarily identical. We also compute the
multiple-parton contribution to $Z + n$-jet events.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 21:43:02 GMT""}]","2016-08-25"
"hep-ph/9710444","Richard Woodard","N. C. Tsamis (University of Crete) and R. P. Woodard (University of
  Florida at Gainesville)","The Quantum Gravitationally Induced Stress Tensor","13 pages, LaTeX 2 epsilon","Phys. Rev. D 57, 4826 (1998)","10.1103/PhysRevD.57.4826","UFIFT-HEP-97-22","hep-ph astro-ph gr-qc",,"  We derive non-perturbative relations between the expectation value of the
invariant element in a homogeneous and isotropic state and the quantum
gravitationally induced pressure and energy density. By exploiting previously
obtained bounds for the maximum possible growth of perturbative corrections to
a locally de Sitter background we show that the two loop result dominates all
higher orders. We also show that the quantum gravitational slowing of inflation
becomes non-perturbatively strong earlier than previously expected.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 03:55:03 GMT""}]","2016-08-25"
"hep-ph/9710445","Yukio Nemoto","Y. Nemoto, D. Jido, M. Oka (Tokyo Inst. of Tech.), A. Hosaka (Numazu
  Coll. of Tech.)","Decays of 1/2^- Baryons in Chiral Effective Theory","27 pp, LaTeX, 14 EPS figs, uses epsf.sty","Phys.Rev. D57 (1998) 4124-4135","10.1103/PhysRevD.57.4124","TIT/HEP-379/NP","hep-ph",,"  We construct an $SU(3)_L \times SU(3)_R$ symmetric chiral effective model
which includes parity pair baryon fields. It is assumed that the positive and
negative parity baryons in the parity pair have opposite chiral transformation
properties each other. Using this model, strong decays of the negative parity
baryons are studied up to the order of one-loop corrections. The results agree
qualitatively with experiment in the $\pi$ and $K$ channels. We examine how the
model parameters are determined from the decay widths and study their physical
meanings. Possibilities to build other models and relations to the correlation
function analysis are discussed.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 05:09:14 GMT""}]","2009-10-30"
