"alg-geom/9712002","Yuri Tschinkel","Victor V. Batyrev and Yu. Tschinkel","Tamagawa numbers of polarized algebraic varieties","54 pages, minor corrections",,,,"alg-geom math.AG",,"  Let ${\cal L} = (L, \| \cdot \|_v)$ be an ample metrized invertible sheaf on
a smooth quasi-projective algebraic variety $V$ defined over a number field.
Denote by $N(V,{\cal L},B)$ the number of rational points in $V$ having ${\cal
L}$-height $\leq B$. We consider the problem of a geometric and arithmetic
interpretation of the asymptotic for $N(V,{\cal L},B)$ as $B \to \infty$ in
connection with recent conjectures of Fujita concerning the Minimal Model
Program for polarized algebraic varieties.
  We introduce the notions of ${\cal L}$-primitive varieties and ${\cal
L}$-primitive fibrations. For ${\cal L}$-primitive varieties $V$ over $F$ we
propose a method to define an adelic Tamagawa number $\tau_{\cal L}(V)$ which
is a generalization of the Tamagawa number $\tau(V)$ introduced by Peyre for
smooth Fano varieties. Our method allows us to construct Tamagawa numbers for
$Q$-Fano varieties with at worst canonical singularities. In a series of
examples of smooth polarized varieties and singular Fano varieties we show that
our Tamagawa numbers express the dependence of the asymptotic of $N(V,{\cal
L},B)$ on the choice of $v$-adic metrics on ${\cal L}$.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:38:41 GMT""},{""version"":""v2"",""created"":""Wed, 17 Dec 1997 18:30:53 GMT""}]","2007-05-23"
"cond-mat/9712026","Damir Sokcevic","R. Brako and D. Sokcevic (R. Boskovic Institute, Zagreb, Croatia)","Adsorbate Interactions of CO Chemisorbed on Pt(111)","LaTeX2e, Elsevier Preprint, 11 pages, 2 eps figures, Submitted to
  Surface Science Letters",,"10.1016/S0039-6028(98)00074-0","IRB-TH-5/97","cond-mat",,"  We show that the observed repulsive interaction between CO molecules on the
Pt(111) surface can be explained by the coupling of the Pt--CO separation with
Pt-Pt coordinates in the substrate. The observed long range of the interaction
and the non-monotonic distance dependence are reproduced. The magnitude of the
multiphonon decay of the Pt--CO vibration calculated in this model is also in
agreement with experiment.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 14:42:17 GMT""}]","2009-10-30"
"dg-ga/9712001","Ulrich Bunke","U. Bunke","Higher analytic torsion and cohomology of diffeomorphism groups","13 pages, LATEX",,,,"dg-ga math.DG",,"  We consider a closed odd-dimensional oriented manifold $M$ together with an
acyclic flat hermitean vector bundle $\cF$. We form the trivial fibre bundle
with fibre $M$ over the manifold of all Riemannian metrics on $M$. It has a
natural flat connection and a vertical Riemannian metric. The higher analytic
torsion form of Bismut/Lott associated to the situation is invariant with
respect to the connected component of the identity of the diffeomorphism group
of $M$. Using that the space of Riemannian metrics is contractible we define
continuous cohomology classes of the diffeomorphism group and its Lie algebra.
For the circle we compute this classes in degree 2 and show that the group
cohomology class is non-trivial, while the Lie algebra cohomology class
vanishes.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 10:39:03 GMT""}]","2007-05-23"
"dg-ga/9712002","Fabio Podesta","Fabio Podesta and Luigi Verdiani","Positively curved 7-dimensional manifolds","7 pages; this new version contains one more important example",,,,"dg-ga math.DG",,"  We deal with seven dimensional compact Riemannian manifolds of positive
curvature which admit a cohomogeneity one action by a compact Lie group G. We
prove that the manifold is diffeomorphic to a sphere if the dimension of the
semisimple part of G is bigger than 6.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 15:31:06 GMT""},{""version"":""v2"",""created"":""Thu, 4 Dec 1997 15:21:28 GMT""}]","2007-05-23"
"gr-qc/9712001","James Hartle","James B. Hartle (University of California, Santa Barbara)","Quantum Pasts and the Utility of History","22pages, uses REVTEX 3.0","Phys.Scripta T76 (1998) 67","10.1238/Physica.Topical.076a00067",,"gr-qc quant-ph",,"  From data in the present we can predict the future and retrodict the past.
These predictions and retrodictions are for histories -- most simply time
sequences of events. Quantum mechanics gives probabilities for individual
histories in a decoherent set of alternative histories. This paper discusses
several issues connected with the distinction between prediction and
retrodiction in quantum cosmology: the difference between classical and quantum
retrodiction, the permanence of the past, why we predict the future but
remember the past, the nature and utility of reconstructing the past(s), and
information theoretic measures of the utility of history. (Talk presented at
the Nobel Symposium: Modern Studies of Basic Quantum Concepts and Phenomena,
Gimo, Sweden, June 13-17, 1997)
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 00:46:12 GMT""}]","2014-01-15"
"gr-qc/9712008","Patricio Anibal Letelier","P.S. Letelier and W.M. Vieira","Chaos and Rotating Black Holes with Halos","9 pages, 4 Postscript figures. Phys. Rev. D, in press","Phys.Rev.D56:8095-8098,1997","10.1103/PhysRevD.56.8095",,"gr-qc",,"  The occurrence of chaos for test particles moving around a slowly rotating
black hole with a dipolar halo is studied using Poincar\'e sections. We find a
novel effect, particles with angular momentum opposite to the black hole
rotation have larger chaotic regions in phase space than particles initially
moving in the same direction.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 18:10:45 GMT""}]","2014-11-17"
"gr-qc/9712009","Heller Michal","M. Heller, W. Sasin","Towards Noncommutative Quantization of Gravity","25 pages, latex, no figures",,"10.1063/1.532186","CGC-97-05","gr-qc",,"  We propose a mathematical structure, based on a noncommutative geometry,
which combines essential aspects of general relativity and quantum mechanics,
and leads to correct ""limiting cases"" of both these theories. We quantize a
groupoid constructed on space-time rather than space-time itself. Both space
and time emerge in the transition process to the commutative case. Our approach
clearly suggests that quantum gravitational observables should be looked for
among correlations of distant phenomena rather than among local effects. A toy
model is computed (based on a finite group) which predicts the value of
""cosmological constants"" (in the quantum sector) which vanish when going to the
standard space-time physics.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 22:24:17 GMT""}]","2009-10-30"
"gr-qc/9712010","Matt Visser","Matt Visser (Washington University)","Acoustic black holes: horizons, ergospheres, and Hawking radiation","34 pages, plain LaTeX. Revisions: Two references added. Minor changes
  to the discussion of draining-bathtub geometries, and their relationship to
  superfluid vortices and spinning cosmic strings","Class.Quant.Grav. 15 (1998) 1767-1791","10.1088/0264-9381/15/6/024",,"gr-qc hep-th",,"  It is a deceptively simple question to ask how acoustic disturbances
propagate in a non-homogeneous flowing fluid. This question can be answered by
invoking the language of Lorentzian differential geometry: If the fluid is
barotropic and inviscid, and the flow is irrotational (though possibly time
dependent), then the equation of motion for the velocity potential describing a
sound wave is identical to that for a minimally coupled massless scalar field
propagating in a (3+1)-dimensional Lorentzian geometry. The acoustic metric
governing the propagation of sound depends algebraically on the density, flow
velocity, and local speed of sound. This rather simple physical system is the
basis underlying a deep and fruitful analogy between the black holes of
Einstein gravity and supersonic fluid flows. Many results and definitions can
be carried over directly from one system to another. For example, I will show
how to define the ergosphere, trapped regions, acoustic apparent horizon, and
acoustic event horizon for a supersonic fluid flow, and will exhibit the close
relationship between the acoustic metric for the fluid flow surrounding a point
sink and the Painleve-Gullstrand form of the Schwarzschild metric for a black
hole. This analysis can be used either to provide a concrete non-relativistic
model for black hole physics, up to and including Hawking radiation, or to
provide a framework for attacking acoustics problems with the full power of
Lorentzian differential geometry.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 23:19:43 GMT""},{""version"":""v2"",""created"":""Mon, 15 Dec 1997 02:44:03 GMT""}]","2009-10-30"
"gr-qc/9712011","A. Mikovic","A. Mikovic and N. Manojlovic","Remarks on the Reduced Phase Space of (2+1)-Dimensional Gravity on a
  Torus in the Ashtekar Formulation","13 pages, Latex. More details have been included and the expression
  for the finite residual gauge transformations has been worked out","Class.Quant.Grav.15:3031-3039,1998","10.1088/0264-9381/15/10/009","FTUV/97-65, IFIC/97-95, UALG/TP/97-2","gr-qc",,"  We examine the reduced phase space of the Barbero-Varadarajan solutions of
the Ashtekar formulation of (2+1)-dimensional general relativity on a torus. We
show that it is a finite-dimensional space due to existence of an infinite
dimensional residual gauge invariance which reduces the infinite-dimensional
space of solutions to a finite-dimensional space of gauge-inequivalent
solutions. This is in agreement with general arguments which imply that the
number of physical degrees of freedom for (2+1)-dimensional Ashtekar gravity on
a torus is finite.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 13:10:48 GMT""},{""version"":""v2"",""created"":""Thu, 12 Feb 1998 15:08:08 GMT""},{""version"":""v3"",""created"":""Tue, 5 May 1998 08:48:49 GMT""}]","2009-01-16"
"gr-qc/9712012","Frank Antonsen","Frank Antonsen","Deformation Quantisation of Gravity","uses LaTeX2e. Errors corrected, discussion extended",,,,"gr-qc hep-th math-ph math.MP",,"  We study the deformation (Moyal) quantisation of gravity in both the ADM and
the Ashtekar approach. It is shown, that both can be treated, but lead to
anomalies. The anomaly in the case of Ashtekar variables, however, is merely a
central extension of the constraint algebra, which can be ``lifted''.
  Finally we write down the equations defining physical states and comment on
their physical content. This is done by defining a loop representation. We find
a solution in terms of a Chern-Simons state, whose Wigner function then becomes
related to BF-theory. This state exist even in the absence of a cosmological
constant but only if certain extra conditions are imposed. Another solution is
found where the Wigner function is a Gaussian in the momenta.
  Some comments on ``quantum gravity'' in lower dimensions are also made.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 13:42:17 GMT""},{""version"":""v2"",""created"":""Wed, 2 Sep 1998 13:41:28 GMT""}]","2016-08-31"
"gr-qc/9712013","Nuno Barros e Sa'","Nuno Barros e Sa","Geodesics or autoparallels from a variational principle?","Latex, 13 pages, no figures",,,"USITP 97-19","gr-qc",,"  Recently it has been argued that autoparallels should be the correct
description of free particle motion in spaces with torsion, and that such
trajectories can be derived from variational principles if these are suitably
adapted. The purpose of this letter is to call attention to the problems that
such attempts raise, namely the requirement of a more elaborate structure in
order to formulate the variational principle and the lack of a Hamiltonian
description for the autoparallel motion. Here is also raised the problem of how
to generalize this proposed new principle to quantum mechanics and to field
theory. Since all applications known of such a principle are equally well
described in terms of geodesics in non-holonomic frames we conclude that there
is no reason to modify the conventional variational principle that leads to
geodesics.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 14:51:39 GMT""}]","2007-05-23"
"hep-ex/9712001","Jochen Schwiening","The BABAR-DIRC Collaboration (J. Schwiening for the Collaboration)","DIRC, the Internally Reflecting Ring Imaging Cherenkov Detector for
  BABAR","Invited talk given at the 1997 IEEE Nuclear Science Symposium and
  Medical Imaging Conference, Albuquerque, Nov 9-15 1997, submitted to IEEE
  Trans. Nucl. Sci","IEEE Trans.Nucl.Sci. 45 (1998) 657-664","10.1109/23.682602","SLAC-PUB-7706","hep-ex physics.ins-det",,"  The DIRC is a new type of Cherenkov imaging device that will be used for the
first time in the BABAR detector at the asymmetric B-factory, PEP-II. It is
based on total internal reflection and uses long, rectangular bars made from
synthetic fused silica as Cherenkov radiator and light guide. The principles of
the DIRC ring imaging Cherenkov technique are explained and results from the
prototype program are presented. Its choice for the BABAR detector particle
identification system is motivated, followed by a discussion of the quartz
radiator properties and the detector design.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 20:13:11 GMT""}]","2015-06-25"
"hep-lat/9712002","Rainer Pietig","R. Pietig and F.J. Wegner","Low temperature expansion of the gonihedric Ising model","27 pages, Postscript figures included","Nucl.Phys. B525 (1998) 549-570","10.1016/S0550-3213(98)00342-3","HD-TVP-97-13","hep-lat cond-mat.stat-mech",,"  We investigate a model of closed $(d-1)$-dimensional soft-self-avoiding
random surfaces on a $d$-dimensional cubic lattice. The energy of a surface
configuration is given by $E=J(n_{2}+4k n_{4})$, where $n_{2}$ is the number of
edges, where two plaquettes meet at a right angle and $n_{4}$ is the number of
edges, where 4 plaquettes meet. This model can be represented as a
$\Z_{2}$-spin system with ferromagnetic nearest-neighbour-, antiferromagnetic
next-nearest-neighbour- and plaquette-interaction. It corresponds to a special
case of a general class of spin systems introduced by Wegner and Savvidy. Since
there is no term proportional to the surface area, the bare surface tension of
the model vanishes, in contrast to the ordinary Ising model. By a suitable
adaption of Peierls argument, we prove the existence of infinitely many ordered
low temperature phases for the case $k=0$. A low temperature expansion of the
free energy in 3 dimensions up to order $x^{38}$ ($x={e}^{-\beta J}$) shows,
that for $k>0$ only the ferromagnetic low temperature phases remain stable. An
analysis of low temperature expansions up to order $x^{44}$ for the
magnetization, susceptibility and specific heat in 3 dimensions yields critical
exponents, which are in agreement with previous results.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 16:47:13 GMT""}]","2009-10-30"
"hep-lat/9712003","Alistair Hart","A. Hart (Louisiana State), M. Teper (Oxford)","Monopole clusters in Abelian projected gauge theories","LaTeX, 31 pages, 11 PostScript figures. Typo in Table 2 corrected","Phys. Rev. D 58, 014504 (1998)","10.1103/PhysRevD.58.014504","LSUHE No. 268-1997, OUTP-97-64-P","hep-lat",,"  We show that the monopole currents which one obtains in the maximally Abelian
gauge of SU(2) fall into two quite distinct classes (when the volume is large
enough). In each field configuration there is precisely one cluster that
permeates the whole lattice volume. It has a current density and a magnetic
screening mass that scale and it produces the whole of the string tension. The
remaining clusters have a number density that follows an approximate power law
proportional to the inverse cube of l where l is the length of the monopole
world line in lattice units. These clusters are localised in space-time with
radii which vary as the square root of l. In terms of the radius r these
`lumps' have a scale-invariant distribution proportional to (dr/r . 1/{r^4}).
Moreover they appear not to contribute at all to the string tension. The fact
that they are scale-invariant at small distances would seem to rule out an
instanton origin.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 19:28:34 GMT""},{""version"":""v2"",""created"":""Fri, 1 May 1998 17:55:32 GMT""},{""version"":""v3"",""created"":""Tue, 23 Feb 1999 16:27:19 GMT""}]","2016-08-25"
"hep-lat/9712004","Tom Blum","T. Blum and A. Soni","Update on lattice QCD with domain wall quarks","Proceedings of International Europhysics Conference on High Energy
  Physics (Jerusalem, Aug. 1997). 5 pages, including 3 postscript figures. Uses
  prhep97.sty (included)",,,,"hep-lat hep-ph",,"  Using domain wall fermions, we estimate B_K(mu approx 2 GeV)=0.602(38) in
quenched QCD which is consistent with previous calculations. We also find
ratios of decay constants that are consistent with experiment, within our
statistical errors. Our initial results indicate good scaling behavior and
support expectations that O(a) errors are exponentially suppressed in low
energy (E<< a^{-1}) observables. It is also shown that the axial current
numerically satisfies the lattice analog of the usual continuum axial Ward
identity and that the matrix element of the four quark operator needed for B_K
exhibits excellent chiral behavior.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 15:28:10 GMT""}]","2007-05-23"
"hep-ph/9712210",,"A. Abada, O. Azi and K. Benchallal","A potential infrared problem with the damping rates for gluons with soft
  momentum in hot QCD","10 pages, TeX file","Phys.Lett. B425 (1998) 158-165","10.1016/S0370-2693(98)00221-4","ENSK-ph/97-03","hep-ph",,"  We calculate the damping rate $\gamma_l$ for longitudinal gluons with zero
momentum in finite high temperature QCD and show that some of its contributing
terms are infrared divergent. This is in contrast with the expectation that
this damping rate is to be equal to the corresponding one $\gamma_t$ for
transverse gluons which is known to be finite. Our calculation was motivated by
the fact that similar divergent terms occur when we calculated in a previous
work $\gamma_t$ to order $ p^2$, p being the momentum of the gluon. After we
present our results, we briefly discuss them.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 16:40:46 GMT""}]","2009-10-30"
"hep-ph/9712217","Jose Luis Cortes","Jos\'e Luis Cort\'es, Jorge Gamboa and Luis Vel\'azquez","A Nambu-Jona-Lasinio like model from QCD at low energies","7 pages, Latex file, no figures, revised version to appear in Phys.
  Lett. B","Phys.Lett. B432 (1998) 397-401","10.1016/S0370-2693(98)00694-7","DFTUZ 97/26, USACH 97/11","hep-ph hep-th",,"  A generalization to any dimension of the fermion field transformation which
allows to derive the solution of the massless Schwinger model in the path
integral framework is identified. New arguments based on this transformation
for a Nambu-Jona-Lasinio (NJL) like model as the low energy limit of a gauge
theory in dimension greater than two are presented. Our result supports the
spontaneous chiral symmetry breaking picture conjectured by Nambu many years
ago and the link between QCD, NJL and chiral models.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 16:37:21 GMT""},{""version"":""v2"",""created"":""Thu, 28 May 1998 09:34:15 GMT""}]","2009-10-30"
"hep-ph/9712218","Rainer Sommer","Rainer Sommer (DESY-IfH)","The $\Lambda$-parameter and $m_s$ of quenched QCD","6 pages, talk at HEP97, Jerusalem",,,"DESY 97-223","hep-ph hep-lat",,"  We explain how scale dependent renormalized quantities can be computed using
lattice QCD. Two examples are used: the running coupling and quark masses. A
reliable computation of the $\Lambda$-parameter in the quenched approximation
is presented.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 16:31:39 GMT""}]","2007-05-23"
"hep-ph/9712219",,"Anjan S. Joshipura, V. Ravindran and Sudhir K.Vempati","On the charm-squark interpretation of the HERA events","LaTex, 14 pages including two figures","Phys.Rev.D57:5327-5331,1998","10.1103/PhysRevD.57.5327","DESY-97-236, PRL-TH-97/029","hep-ph",,"  The charm squark resonance in the $e^+ q$ channel provides one of the
plausible interpretations of the reported anomaly at HERA. We show that the
relevant $R$ violating coupling $\lambda'_{121}$ is required to be large,
typically around 0.1 in a large class of supergravity based models including
the minimal one with the universal boundary condition at the GUT scale.
Existing constraints on this coupling are reanalysed in this light and it is
argued that a large $\lambda'_{121}$ may be feasible but would require fine
tuned cancelations.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:04:10 GMT""}]","2019-08-17"
"hep-ph/9712220","sergei Gninenko","S.N. Gninenko","Limits on $\nu_{\mu}(\nu_{e}) \to \nu_{\tau}$ oscillations and tau
  neutrino magnetic moment from neutrino-electron scattering","6 pages, 2 figures, Latex. The paper is extended to the analysis of
  combined effects of tau neutino magnetic moment and $\nu_{e}\to \nu_{\tau}$
  oscillations from the LAMPF neutrino-electron scattering experiment","Phys.Lett. B427 (1998) 206-210","10.1016/S0370-2693(98)00387-6","INR-0987/97","hep-ph",,"  The combined effect of neutrino flavor oscillations and neutrino magnetic
moment on neutrino-electron scattering is discussed. It is shown, that if the
tau neutrino has a (large) magnetic moment and can oscillate into a neutrino of
another flavor it can be used for a sensitive search for $\nu_{\mu}(\nu_{e})
\to \nu_{\tau}$ neutrino oscillations and the tau neutrino magnetic moment in
neutrino -electron scattering experiments. The combined limits on the mixing
angles and the tau neutrino magnetic moment $sin^{2}2\theta_{\mu\tau}\times
\mu_{\nu_{\tau}}^{2} < 1.1 \times 10^{-18}\mu_{B}^{2}$ and
$sin^{2}2\theta_{e\tau}\times \mu_{\nu_{\tau}}^{2} < 2.3 \times
10^{-18}\mu_{B}^{2}$ for $\Delta m^{2} > 10~ eV^{2}$ are presented based on
results of a study of the neutrino-electron elastic scattering at LAMPF. For
$\nu_{\mu}\to \nu_{\tau}$ oscillations, this would results in sensitive limit
of $sin^{2}2\theta_{\mu\tau} < 4 \times 10^{-6}$, assuming the tau neutrino
magnetic moment being equal to the present experimental limit of $5.4 \times
10^{-7} \mu_{B}$. The tau neutrino magnetic moment would be constrained to
$\mu_{\nu_{\tau}} < 1.0 \times 10^{-8} \mu_{B}$, assuming the existence of
$\nu_{\mu}\to \nu_{\tau}$ oscillations with the mixing angle
$sin^{2}2\theta_{\mu\tau}$ equal to the present experimental limit of 0.01 for
$\Delta m^{2} > 10~ eV^{2}$.\
  Under similar assumptions the corresponding limits for $\nu_{e}\to
\nu_{\tau}$ oscillations could be set to $sin^{2}2\theta_{e\tau} < 8 \times
10^{-6}$ and $\mu_{\nu_{\tau}} < 3.9 \times 10^{-9}\mu_{B}$.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:18:32 GMT""},{""version"":""v2"",""created"":""Wed, 3 Dec 1997 21:07:05 GMT""},{""version"":""v3"",""created"":""Wed, 25 Mar 1998 14:01:16 GMT""}]","2009-10-30"
"hep-ph/9712221",,"Antonio Riotto (CERN-TH)","Supersymmetric electroweak baryogenesis, nonequilibrium field theory and
  quantum Boltzmann equations","LaTeX file, 26 pages, 2 figures, some minor changes. One reference
  added","Nucl.Phys. B518 (1998) 339-360","10.1016/S0550-3213(98)00159-X","CERN-TH/97-348, OUTP-97-71-P","hep-ph astro-ph hep-th",,"  The closed time-path (CTP) formalism is a powerful Green's function
formulation to describe nonequilibrium phenomena in field theory and it leads
to a complete nonequilibrium quantum kinetic theory. In this paper we make use
of the CTP formalism to write down a set of quantum Boltzmann equations
describing the local number density asymmetries of the particles involved in
supersymmetric electroweak baryogenesis. These diffusion equations
automatically and self-consistently incorporate the CP-violating sources which
fuel baryogenesis when transport properties allow the CP-violating charges to
diffuse in front of the bubble wall separating the broken from the unbroken
phase at the electroweak phase transition. This is a significant improvement
with respect to recent approaches where the CP-violating sources are inserted
by hand into the diffusion equations. Furthermore, the CP-violating sources and
the particle number changing interactions manifest ``memory'' effects which are
typical of the quantum transp ort theory and are not present in the classical
approach. The slowdown of the relaxation processes may keep the system out of
equilibrium for longer times and therefore enhance the final baryon asymmetry.
We also stress that the classical approximation is not adequate to describe the
quantum interference nature of CP-violation and that a quantum approach should
be adopted to compute the sources since they are most easily built up by the
transmission of low momentum particles.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:23:09 GMT""},{""version"":""v2"",""created"":""Tue, 2 Dec 1997 09:32:22 GMT""},{""version"":""v3"",""created"":""Wed, 3 Dec 1997 08:14:37 GMT""}]","2009-10-30"
"hep-ph/9712222","Andrzej Czarnecki","Andrzej Czarnecki and Kirill Melnikov","Two-loop QCD corrections to the heavy quark pair production cross
  section in e+e- annihilation near the threshold","9 pages, revtex","Phys.Rev.Lett. 80 (1998) 2531-2534","10.1103/PhysRevLett.80.2531","TTP97-54","hep-ph",,"  We present the O(alpha_s) corrections to the cross section for the reaction
e+e- --> gamma^* --> Q \bar Q in the energy region close to the threshold. We
assume that the energy of the reaction is such that both the perturbative
expansion in the strong coupling constant and expansion in the relative
velocity of the heavy quarks can be used. We explicitly obtain terms
O(alpha_s^2/beta^2, alpha_s^2/beta, alpha_s^2) in the relative correction to
the threshold cross section. Using the ideas of asymptotic expansions, we
demonstrate how an expansion of Feynman diagrams in the threshold region is
constructed. From this analysis we obtain a matching relation between the
vector current in full QCD and the quark-antiquark current in NRQCD at leading
order in 1/m and the second order in the strong coupling constant.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:58:11 GMT""},{""version"":""v2"",""created"":""Mon, 8 Dec 1997 21:30:50 GMT""}]","2009-10-30"
"hep-ph/9712223","Noriaki Kitazawa","Noriaki Kitazawa (Yale Univ.)","Mass Generation Mechanism in Supersymmetric Composite Model with Three
  Generations","15 pages, 2 figures",,,"YCTP-P26-97","hep-ph",,"  We propose a supersymmetric composite model with three generations in which
supersymmetry and electroweak symmetry are broken dynamically, and masses of
quarks and leptons are generated without introducing any mass scales by hand.
All the mass scales in the model are expected to be generated dynamically. The
mechanism to have mass hierarchy is explicitly described, although the roughly
estimated mass spectrum of quarks and leptons does not exactly coincide with
the realistic one.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:41:27 GMT""}]","2007-05-23"
"hep-ph/9712224","Matthias Neubert","Matthias Neubert (CERN)","Rescattering Effects, Isospin Relations and Electroweak Penguins in B ->
  pi K Decays","11 pages; numerical error in the evaluation of electroweak penguin
  contributions removed, eqs.(19) and (20) corrected, 1 reference added","Phys.Lett.B424:152-160,1998","10.1016/S0370-2693(98)00175-0","CERN-TH/97-342","hep-ph",,"  It is argued that, in the presence of soft final-state interactions, the
diagrammatic amplitude approach adopted in many analyses of hadronic B decays
into light mesons can be misleading when used to deduce the unimportance of
certain decay topologies. With the example of B -> pi K decays, it is shown
that the neglect of so-called annihilation and colour-suppressed amplitudes
(including electroweak penguins), as well as penguin contributions involving an
up-quark loop, is not justified. The implications for the Fleischer-Mannel
bound on the angle gamma of the unitarity triangle, and for the CP asymmetry in
the decays B^+- -> pi^+- K^0, are pointed out.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 19:06:34 GMT""},{""version"":""v2"",""created"":""Tue, 2 Dec 1997 15:31:33 GMT""}]","2010-11-23"
"hep-ph/9712225","Alexey A. Petrov","Adam F. Falk (1), Alexander L. Kagan (2), Yosef Nir (3), Alexey A.
  Petrov(1) ((1) The Johns Hopkins University, (2) University of Cincinnati,
  (3) Weizmann Institute of Science)","Final State Interactions and New Physics in B -> pi K Decays","20 pages, RevTex, no figures; a few typos corrected, references
  added, brief additional discussion of uncertanties is added","Phys.Rev.D57:4290-4300,1998","10.1103/PhysRevD.57.4290","JHU--TIPAC--97018, UCHEP-79, WIS-97/36/Dec-PH","hep-ph",,"  Within the Standard Model, and if one assumes that soft rescattering effects
are negligible, the CP asymmetry A^dir_CP (B^\pm -> \pi^\pm K) is predicted to
be very small and the ratio R = BR(B_d -> \pi^\mp K^\pm)/BR(B^\pm -> \pi^\pm K)
provides a bound on the angle \gamma of the unitarity triangle, sin^2 \gamma
\leq R. We estimate the corrections from soft rescattering effects using an
approach based on Regge phenomenology, and find effects of order 10% with large
uncertainties. In particular, we conclude that A^dir_CP \sim 0.2 and sin^2
\gamma \sim 1.2 R could not be taken unambiguously to signal New Physics. Using
SU(3) relations, we suggest experimental tests that could constrain the size of
the soft rescattering effects thus reducing the related uncertainty. Finally,
we study the effect of various models of New Physics on A^dir_CP and on R.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 21:39:50 GMT""},{""version"":""v2"",""created"":""Mon, 8 Dec 1997 21:58:19 GMT""}]","2010-11-23"
"hep-ph/9712226","Georg Weiglein","G. Weiglein","QCD Corrections to Electroweak Precision Observables in SUSY Theories","5 pages, LaTeX, 1 Postscript figure; to appear in the proceedings of
  the International Europhysics Conference on High-Energy Physics, Jerusalem,
  Israel, August 19-26, 1997; the paper is also available via www at
  http://www-itp.physik.uni-karlsruhe.de/prep/prep97/preplist97.html",,,"KA-TP-25-1997","hep-ph",,"  The two-loop QCD corrections to the $\rho$ parameter are derived in the
Minimal Supersymmetric Standard Model. They turn out to be sizable and modify
the one-loop result by up to 30%. Furthermore exact results for the gluonic
corrections to $\Delta r$ are presented and compared with the leading
contribution entering via the $\rho$ parameter.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 01:53:14 GMT""}]","2007-05-23"
"hep-ph/9712227","Georg Weiglein","G. Weiglein","Sensitivity of Two-Loop Corrections to Muon Decay to the Higgs-Boson
  Mass","5 pages, LaTeX, 1 Postscript figure; to appear in the proceedings of
  the International Europhysics Conference on High-Energy Physics, Jerusalem,
  Israel, August 19-26, 1997; the paper is also available via www at
  http://www-itp.physik.uni-karlsruhe.de/prep/prep97/preplist97.html",,,"KA-TP-24-1997","hep-ph",,"  The Higgs-mass dependence of the two-loop contributions to muon decay is
analyzed at the two-loop level. Exact results are given for the Higgs-dependent
two-loop corrections associated with the fermions, i.e. no expansion in the
top-quark and the Higgs-boson mass is made. The remaining theoretical
uncertainties in the Higgs-mass dependence of $\Delta r$ are discussed.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 01:53:39 GMT""}]","2007-05-23"
"hep-ph/9712228","Robert Harlander","R. Harlander, T. Seidensticker and M. Steinhauser","Complete Corrections of O(\alpha\alpha_s) to the Decay of the Z Boson
  into Bottom Quarks","Latex, 11 pages, 1 figure included as ps-file. Two references
  changed. The complete paper is also available via anonymous ftp at
  ftp://ttpux2.physik.uni-karlsruhe.de/ttp97/ttp97-52/ or via www at
  http://www-ttp.physik.uni-karlsruhe.de/cgi-bin/preprints/","Phys.Lett. B426 (1998) 125-132","10.1016/S0370-2693(98)00220-2","MPI/PhT/97-81, TTP97-52","hep-ph",,"  For the vertex corrections to the partial decay rate $\Gamma(Z \to b\bar{b})$
involving the top quark only the leading terms of order $\alpha\alpha_s$ in the
$1/M_t$ expansion are known. In this work we compute the missing
next-to-leading corrections. Thus at $O(\alpha\alpha_s)$ the complete
corrections to the decay of the Z boson into bottom quarks are at hand.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 01:53:59 GMT""},{""version"":""v2"",""created"":""Mon, 9 Mar 1998 09:48:34 GMT""}]","2009-10-30"
