"astro-ph/9706142","Julie E. McEnery","J. Quinn, I.H. Bond, P.J. Boyle, J.H. Buckley, S.M. Bradbury, A.C.
  Breslin, A.M. Burdett, J. Bussons Gordo, D.A. Carter-Lewis, M.Catanese, M.F.
  Cawley, D.J. Fegan, J.P. Finley, J.A. Gaidos, A. Hall, A.M. Hillas, F.
  Krennrich, R.C. Lamb, R.W. Lessard, C. Masterson, J.E.McEnery, G. Mohanty, P.
  Moriarty, A.J. Rodgers, H.J. Rose, F.W. Samuelson, G.H. Sembroski, R.
  Srinivasan, T.C. Weeke, and J. Zweerink","TeV Observations of the Variability and Spectrum of Markarian 501","4 pages, 2 figures, to appear in proceedings of 25th ICRC (Durban)",,,,"astro-ph",,"  Markarian 501 is only the second extragalactic source to be detected with
high statistical certainty at TeV energies; it is similar in many ways to
Markarian 421. The Whipple Observatory gamma-ray telescope has been used to
observe the AGN Markarian 501 in 1996 and 1997, the years subsequent to its
initial detection. The apparent variability on the one-day time-scale observed
in TeV gamma rays in 1995 is confirmed and compared with the variability in
Markarian 421. Observations at X-ray and optical wavelengths from 1997 are also
presented.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 19:46:20 GMT""}]","2007-05-23"
"hep-ph/9706362","Johannes Bluemlein","J. Bl\""umlein","On the Leptoquark Interpretation of the High $Q^2$ Events at HERA","5 pages latex, to appear in the Proceedings of the International
  Conference on Deep Inelastic Scattering, Chicago, April 1997, AIP",,"10.1063/1.53599","DESY 97-105","hep-ph",,"  We investigate to which extent an interpretation of the recently observed
excess of events in the high $Q^2$ range at HERA in terms of single leptoquark
production is compatible with bounds from other experiments.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:17:01 GMT""}]","2009-10-30"
"hep-ph/9706363","V. V. Gubin","N.N.Achasov and V.V.Gubin (S.L.Sobolev Institute for Mathematics,
  Novosibirsk)","Interference in the reaction $e^+e^-\to\gamma\pi^+\pi^-$ and the final
  state interaction","10 pages, revtex, 2 ps files of figures","Phys.Rev. D57 (1998) 1987-1990","10.1103/PhysRevD.57.1987","IM RAS SB NNA 3-97","hep-ph",,"  We describe the interference between amplitudes $e^ +
e^-\to\rho\to\gamma\pi^+\pi^-$ and $e^ + e^-\to\phi\to\gamma (f_0 + \sigma)
\to\gamma\pi^ + \pi^-$, with regard to the phase of the elastic $\pi\pi$
scattering background and mixing of the $f_0$ and $\sigma$ mesons. It is shown
that the Fermi-Watson theorem for the final state interaction in the reaction
$e^ + e^-\to\rho\to\gamma\pi^ + \pi^-$ is not valid in the case of soft
photons, $\omega < 100$ MeV, in the $\phi$ meson region. The interference
patterns in the spectrum of the photon energy differential cross-section and in
the full cross-section as a function of the beam energy are obtained.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 09:35:32 GMT""}]","2009-10-30"
"hep-ph/9706364","Kai Zuber","K. Zuber","Status of terrestrial neutrino oscillation searches","17 pages Latex, 12 figs. (some coloured) using epsfig. To appear in
  Proc. 4th Int. solar neutrino conference, Heidelberg, April 1997",,,,"hep-ph",,"  The present status of neutrino oscillation searches with reactors and
accelerators is reviewed. An outlook, especially on future long baseline
neutrino oscillation projects, is given.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 12:30:52 GMT""}]","2007-05-23"
"hep-ph/9706365","Darrell Tonge","C.J. Maxwell (Centre for Particle Theory, Durham)","A Convergent Reformulation of QCD Perturbation Theory","11 pages, uses LaTeX","Phys.Lett. B409 (1997) 450-454","10.1016/S0370-2693(97)00882-4","DTP/97/46","hep-ph",,"  We propose a generalization of Grunberg's method of effective charges in
which, starting with the effective charge for some dimensionless QCD observable
dependent on the single energy scale $Q, R(Q)$, we introduce an infinite set of
auxiliary effective charges, each one describing the sub-asymptotic Q-evolution
of the immediately preceding effective charge. The corresponding infinite set
of coupled integrated effective charge beta-function equations may be
truncated. The resulting approximations for $R(Q)$ are the convergents of a
continued function. They are manifestly RS-invariant and converge to a limit
equal to the Borel sum of the standard asymptotic perturbation series in
$\alpha_s({\mu^2})$, with remaining ambiguities due to infra-red renormalons.
There are close connections with Pad{\'e} approximation.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 10:46:12 GMT""}]","2009-10-30"
"hep-ph/9706366","Raul Horvat","R. Horvat (Rugjer Boskovic Institute)","Comment on ""Neutrinos with Magnetic Moment : Depolarization Rate in
  Plasma""","This comment is withdrawn",,,,"hep-ph",,"  This comment is withdrawn
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 15:05:56 GMT""},{""version"":""v2"",""created"":""Tue, 15 Jul 1997 10:19:27 GMT""}]","2008-02-03"
"hep-ph/9706367","U. Meissner","Ulf-G. Mei{\ss}ner","Hadron Structure in the Non-Perturbative Regime of QCD: Isospin Symmetry
  and its Violation","10 pp, LaTeX file, 3 figures, uses espcrc1.sty and epsf, plenary
  talk, QULEN '97, Osaka, May 1997, to be published in the proceedings","Nucl.Phys. A629 (1998) 72c-81c","10.1016/S0375-9474(97)00668-4","KFA-IKP(TH)-1997-08","hep-ph nucl-th",,"  I discuss recent progress made in calculating electromagnetic corrections in
the framework of the effective field theory of QCD. In the case of elastic
pion-pion scattering, strong interaction predictions have been worked out to
two loop accuracy. I present first results for the electromagnetic corrections
in the case of neutral pions. Here, the only sizeable effect comes from the
charged to neutral pion mass difference. In the presence of nucleons, isospin
violation can be measured in threshold pion photoproduction. I review the
present status of the theoretical predictions and the experimental data. I
argue that a deeper understanding of isospin violation based on a more precise
study of such reactions can be achieved.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 12:12:54 GMT""}]","2009-10-30"
"hep-ph/9706368","John LoSecco","J.M. LoSecco","Bounds on Dark Matter from the ``Atmospheric Neutrino Anomaly''","10 pages, TeX (revtex)","Phys.Rev.D56:4416-4418,1997","10.1103/PhysRevD.56.4416","UNDPDK-97-01","hep-ph",,"  Bounds are derived on the cross section, flux and energy density of new
particles that may be responsible for the atmospheric neutrino anomaly. $4.6
\times 10^{-45} cm^2 < \sigma <2.4 \times 10^{-34} cm^2$ Decay of primordial
homogeneous dark matter can be excluded.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:21:58 GMT""}]","2014-11-17"
"hep-ph/9706369","Bernd Kniehl","Bernd A. Kniehl (MPI Munich), Gustav Kramer (Hamburg)","Charmonium Production via Fragmentation at DESY HERA","32 pages (Latex), 12 figures (Postscript)","Phys.Rev. D56 (1997) 5820-5833","10.1103/PhysRevD.56.5820","DESY 97-110, MPI/PhT/97-001","hep-ph",,"  The cross section for the photoproduction of large-p_T J/psi mesons at HERA
is calculated at next-to-leading order, adopting a perturbative approach to
describe the fragmentation of charm quarks and gluons into J/psi mesons. We
treat the charm quark according to the massless factorization scheme, where it
is assumed to be one of the active flavours inside the proton and the resolved
photon. We present inclusive distributions in transverse momentum and rapidity,
including the contributions due to direct and resolved photons. The importance
of the colour-octet components of the J/psi wave function, which contribute to
the fragmentation process, is emphasized. In addition to prompt J/psi
production, we consider also the production of chi_{cJ} states followed by
radiative decays to J/psi mesons, both in the colour-singlet and colour-octet
channels.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:48:16 GMT""}]","2009-10-30"
"hep-ph/9706371","Johannes Bluemlein","J. Bl\""umlein and A. Vogt","Small-x Resummation for the Structure Functions $F_2^p$, $F_L^p$ and
  $F_2^{\gamma}$","5 pages latex, to appear in the Proceedings of the International
  Conference on Deep Inelastic Scattering, Chicago, April 1997, AIP",,"10.1063/1.53595","DESY 97-106, WUE-ITP-97-017","hep-ph hep-ex",,"  The numerical effects of the known all-order leading and next-to-leading
logarithmic small-$x$ contributions to the anomalous dimensions and coefficient
functions of the unpolarized singlet evolution are discussed for the structure
functions $F_2^{ ep}(x,Q^2)$, $F_L^{ ep}(x,Q^2)$, and $F_2^{ e\gamma}(x,Q^2)$.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 15:01:36 GMT""}]","2009-10-30"
"hep-ph/9706373","M. A. Braun","M.Braun","The system of four reggeized gluons and the three-pomeron vertex in the
  high colour limit","3 Figures, LATEX","Eur.Phys.J.C6:321-330,1999","10.1007/s100529800909","S.Peterburg preprint SPbU-IP-97-9","hep-ph",,"  The amplitude for 4 interacting reggeized gluons is studied in the
high-colour limit. The leading order amplitude is explicitly shown to reduce to
a pair of reggeons, i.e to a single BFKL pomeron. The next-to-leading order
diffractive amplitude is found to split into a double pomeron exchange and
triple pomeron contribution. The obtained three-pomeron vertex is different
from the originally proposed in [2].
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 08:14:39 GMT""}]","2011-09-13"
"hep-th/9706117","Tomas Ortin Miguel","Eric Bergshoeff, Bert Janssen, Tomas Ortin","Kaluza-Klein Monopoles and Gauged Sigma-Models","Latex file. References added. Version to be published in Physics
  Letters B","Phys.Lett.B410:131-141,1997","10.1016/S0370-2693(97)00946-5","CERN-TH/97-125, UG-5/97","hep-th",,"  We propose an effective action for the eleven-dimensional (bosonic)
Kaluza-Klein monopole solution. The construction of the action requires that
the background fields admit an Abelian isometry group. The corresponding
sigma-model is gauged with respect to this isometry. The gauged sigma-model is
the source for the monopole solution. A direct (double) dimensional reduction
of the action leads to the effective action of a 10-dimensional D-6-brane (IIA
Kaluza-Klein monopole). We also show that the effective action of the
10-dimensional heterotic Kaluza-Klein monopole (which is a truncation of the
IIA monopole action) is T-dual to the effective action of the solitonic
5-brane. We briefly discuss the kappa-symmetric extension of our proposal and
the possible role of gauged sigma-models in connection with the conjectured
M-theory 9-brane.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 16:05:21 GMT""},{""version"":""v2"",""created"":""Mon, 28 Jul 1997 13:29:01 GMT""},{""version"":""v3"",""created"":""Thu, 31 Jul 1997 13:32:01 GMT""}]","2008-12-18"
"hep-th/9706118","Kiyokazu Nagatomo","Atsushi Matsuo (The University of Tokyo) and Kiyokazu Nagatomo (Osaka
  University)","On axioms for a vertex algebra and the locality of quantum fields","43 pages, no figures, Latex2e files using
  amsmath,amssymb,amsthm,amscd packages",,,,"hep-th math.QA q-alg",,"  The identities satisfied by two-dimensional chiral quantum fields are studied
from the point of view of vertex algebras. The Cauchy-Jacobi identity (or the
Borcherds identity) for three mutually local fields is proved and consequently
a direct proof of Li's theorem on a local system of vertex operators is
provided. Several characterizations of vertex algebras are also discussed.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 09:04:49 GMT""}]","2008-02-03"
"hep-th/9706119","Bernard Knaepen","Marc Henneaux, Bernard Knaepen","All consistent interactions for exterior form gauge fields","Typos and a minor mistake corrected (below equation (16))","Phys.Rev.D56:6076-6080,1997","10.1103/PhysRevD.56.R6076","ULB-TH-97/12","hep-th",,"  We give the complete list of all first-order consistent interaction vertices
for a set of exterior form gauge fields of form degree >1, described in the
free limit by the standard Maxwell-like action. A special attention is paid to
the interactions that deform the gauge transformations. These are shown to be
necessarily of the Noether form ""conserved antisymmetric tensor"" times ""p-form
potential"" and exist only in particular spacetime dimensions. Conditions for
consistency to all orders in the coupling constant are given. For illustrative
purposes, the analysis is carried out explicitly for a system of forms with two
different degrees p and q (1<p<q<n).
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 12:21:51 GMT""},{""version"":""v2"",""created"":""Mon, 8 Sep 1997 15:35:03 GMT""},{""version"":""v3"",""created"":""Tue, 23 Jun 1998 09:41:17 GMT""}]","2009-12-30"
"hep-th/9706120","Andrei A. Bytsenko","A.A. Bytsenko (St.Petersburg State Technical University) and F.L.
  Williams (University of Massachusetts at Amherst)","Product Einstein Manifolds, Zeta-Function Regularization and the
  Multiplicative Anomaly","14 pages, LaTeX","J.Math.Phys. 39 (1998) 1075-1086","10.1063/1.532371",,"hep-th",,"  The global additive and multiplicative properties of Laplace type operators
acting on irreducible rank 1 symmetric spaces are considered. The explicit form
of the zeta function on product spaces and of the multiplicative anomaly is
derived.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:05:11 GMT""}]","2009-10-30"
"hep-th/9706121","Jun Furukawa","Jun Furukawa","Relation between S-duality in N=2 SQCD and Non-Abelian Duality in N=1
  SQCD","11 pages, Latex, 4 figures, Changed content",,,"UT-778","hep-th",,"  With the help of M-theory configuration of N=1 supersymmetric QCD, we analyze
the strong coupling moduli of N=1 theory and its relation with S-duality
transformation in N=2 supersymmetric QCD. As a result we confirm that two
type-IIA descriptions for N=1 supersymmetric QCD, one of them being strong
coupling description and another being weak, correspond to a single M-theory
description for N=1 supersymmetric QCD. The existence of singlet fields is also
discussed.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 15:36:23 GMT""},{""version"":""v2"",""created"":""Tue, 17 Jun 1997 12:03:52 GMT""},{""version"":""v3"",""created"":""Tue, 2 Dec 1997 11:47:03 GMT""}]","2008-02-03"
"nucl-th/9706033","Pol Bernard Gossiaux","Pol Bernard Gossiaux and Joerg Aichelin","The importance of initial-final state correlations for the formation of
  fragments in heavy ion collisions","45 pages text + 20 postscript figures Accepted for publication in
  Physical Review C","Phys.Rev.C56:2109-2131,1997","10.1103/PhysRevC.56.2109",,"nucl-th",,"  Using quantum molecular dynamics simulations, we investigate the formation of
fragments in symmetric reactions between beam energies of E=30AMeV and 600AMeV.
After a comparison with existing data we investigate some observables relevant
to tackle equilibration: dsigma/dErat, the double differential cross section
dsigma/pt.dpz.dpt,... Apart maybe from very energetic E>400AMeV and very
central reactions, none of our simulations gives evidence that the system
passes through a state of equilibrium. Later, we address the production
mechanisms and find that, whatever the energy, nucleons finally entrained in a
fragment exhibit strong initial-final state correlations, in coordinate as well
as in momentum space. At high energy those correlations resemble the ones
obtained in the participant-spectator model. At low energy the correlations are
equally strong, but more complicated; they are a consequence of the Pauli
blocking of the nucleon-nucleon collisions, the geometry, and the excitation
energy. Studying a second set of time-dependent variables (radii,
densities,...), we investigate in details how those correlations survive the
reaction especially in central reactions where the nucleons have to pass
through the whole system. It appears that some fragments are made of nucleons
which were initially correlated, whereas others are formed by nucleons
scattered during the reaction into the vicinity of a group of previously
correlated nucleons.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 22:00:35 GMT""}]","2008-11-26"
"nucl-th/9706035","G. Orlandini","V.D. Efros (1), W. Leidemann (2), and G. Orlandini (2) ((1) Russian
  Research Centre ""Kurchatov Institute"", Moscow, Russia (2) Dipartimento di
  Fisica, Universit\`a di Trento, Italy)","Is there a Pronounced Giant Dipole Resonance in ^4He?","10 pages, Latex (REVTEX), 4 Postscript figures, to appear in Phys.
  Rev. Lett","Phys.Rev.Lett. 78 (1997) 4015-4018; Erratum-ibid. 80 (1998) 1570","10.1103/PhysRevLett.78.4015",,"nucl-th",,"  A four-nucleon calculation of the total ^4He photodisintegration cross
section is performed. The full final-state interaction is taken into account
for the first time. This is achieved via the method of the Lorentz integral
transform. Semi-realistic NN interactions are employed. Different from the
known partial two-body ^4He(\gamma,n)^3He and ^4He(\gamma,p)^3H cross sections
our total cross section exhibits a pronounced giant resonance. Thus, in
contrast to older $(\gamma,np)$ data, we predict quite a strong contribution of
the $(\gamma,np)$ channel at the giant resonance peak energy.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:55:16 GMT""}]","2009-10-30"
"patt-sol/9706004","Adrian Lange","A. Lange, M. Schr\""oter, M. A. Scherer, A. Engel and I. Rehberg","Fingering Instability in a Water-Sand Mixture","11 pages, 12 figures, RevTeX; final version","Eur. Phys. J. B, 4 (1998) 475","10.1007/s100510050405",,"patt-sol nlin.PS",,"  The temporal evolution of a water-sand interface driven by gravity is
experimentally investigated. By means of a Fourier analysis of the evolving
interface the growth rates are determined for the different modes appearing in
the developing front. To model the observed behavior we apply the idea of the
Rayleigh-Taylor instability for two stratified fluids. Carrying out a linear
stability analysis we calculate the growth rates from the corresponding
dispersion relations for finite and infinite cell sizes. Based on the
theoretical results the viscosity of the suspension is estimated to be
approximately 100 times higher than that of pure water, in agreement with other
experimental findings.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 09:59:41 GMT""},{""version"":""v2"",""created"":""Thu, 9 Oct 1997 12:31:07 GMT""},{""version"":""v3"",""created"":""Wed, 10 Dec 1997 11:42:30 GMT""},{""version"":""v4"",""created"":""Mon, 9 Nov 1998 10:54:33 GMT""}]","2009-10-30"
"patt-sol/9706005","Juan A. Acebron","L.L. Bonilla, C.J. Perez Vicente, R. Spigler","Time-periodic phases in populations of nonlinearly coupled oscillators
  with bimodal frequency distributions","Revtex,16 pag.,10 fig., submitted to Physica D",,"10.1016/S0167-2789(97)00187-5",,"patt-sol cond-mat.dis-nn nlin.PS",,"  The mean field Kuramoto model describing the synchronization of a population
of phase oscillators with a bimodal frequency distribution is analyzed (by the
method of multiple scales) near regions in its phase diagram corresponding to
synchronization to phases with a time periodic order parameter. The richest
behavior is found near the tricritical point were the incoherent, stationarily
synchronized, ``traveling wave'' and ``standing wave'' phases coexist. The
behavior near the tricritical point can be extrapolated to the rest of the
phase diagram. Direct Brownian simulation of the model confirms our findings.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 11:45:11 GMT""}]","2009-10-30"
"patt-sol/9706006","Wolfram Just","Wolfram Just (1), Frank Matth""aus (2), Hans Rainer V""olger (2),
  Christine Just (2), Benno Rumpf (2), Anja Riegert (2) ((1) MPIPKS-Dresden,
  (2) TH-Darmstadt)","Weakly nonlinear analysis in spatially extended systems as a formal
  perturbation scheme","18 pages, ReVTeX, submitted to Phys. Rev. E, available via www at
  http://athene.fkp.physik.th-darmstadt.de/public/wolfram.html available via
  ftp at ftp://athene.fkp.physik.th-darmstadt.de/pub/publications/wolfram/",,,"mpi-pks/9706005","patt-sol nlin.PS",,"  The well known concept, to reduce the spatio-temporal dynamics beyond
instabilities of trivial states to amplitude modulated patterns, is reviewed
from the point of view of a formal perturbation expansion for general
dissipative partial differential equations. For codimension one instabilities
closed analytical formulas for all coefficients of the resulting amplitude
equation are given, with no further restriction on the basic equations of
motion. Both the autonomous and the explicitly time-dependent case are
discussed. For the latter, the problem of strong resonances is addressed
separately. The formal character of the expansion allows for an analysis of
higher-codimension instabilities like the Turing-Hopf instability and for the
discussion of principal limits of the amplitude approach in the present form.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 13:08:41 GMT""}]","2008-02-03"
"quant-ph/9706035","Marc Jaekel","Marc-Thierry Jaekel (Laboratoire de Physique Th\'eorique de l'Ecole
  Normale Sup\'erieure) and Serge Reynaud (Laboratoire Kastler-Brossel)","Movement and Fluctuations of the Vacuum","17 pages, to appear in Reports on Progress in Physics","Rep. Prog. Phys. 60 (1997) 863-887","10.1088/0034-4885/60/9/001","LPTENS 97/22","quant-ph gr-qc",,"  Quantum fields possess zero-point or vacuum fluctuations which induce
mechanical effects, namely generalised Casimir forces, on any scatterer.
  Symmetries of vacuum therefore raise fundamental questions when confronted
with the principle of relativity of motion in vacuum. The specific case of
uniformly accelerated motion is particularly interesting, in connection with
the much debated question of the appearance of vacuum in accelerated frames.
The choice of Rindler representation, commonly used in General Relativity,
transforms vacuum fluctuations into thermal fluctuations, raising difficulties
of interpretation. In contrast, the conformal representation of uniformly
accelerated frames fits the symmetry properties of field propagation and
quantum vacuum and thus leads to extend the principle of relativity of motion
to uniform accelerations.
  Mirrors moving in vacuum with a non uniform acceleration are known to
radiate. The associated radiation reaction force is directly connected to
fluctuating forces felt by motionless mirrors through fluctuation-dissipation
relations. Scatterers in vacuum undergo a quantum Brownian motion which
describes irreducible quantum fluctuations. Vacuum fluctuations impose ultimate
limitations on measurements of position in space-time, and thus challenge the
very concept of space-time localisation within a quantum framework.
  For test masses greater than Planck mass, the ultimate limit in localisation
is determined by gravitational vacuum fluctuations. Not only positions in
space-time, but also geodesic distances, behave as quantum variables,
reflecting the necessary quantum nature of an underlying geometry.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 09:15:26 GMT""}]","2007-05-23"
"quant-ph/9706036","Marc Jaekel","Marc-Thierry Jaekel (Laboratoire de Physique Th\'eorique de l'Ecole
  Normale Sup\'erieure) and Serge Reynaud (Laboratoire Kastler-Brossel)","Conformal Symmetry and Quantum Relativity","8 pages","Found.Phys. 28 (1998) 439-456","10.1023/A:1018716111971","LPTENS 97/23","quant-ph gr-qc",,"  The relativistic conception of space and time is challenged by the quantum
nature of physical observables. It has been known for a long time that
Poincar\'e symmetry of field theory can be extended to the larger conformal
symmetry. We use these symmetries to define quantum observables associated with
positions in space-time, in the spirit of Einstein theory of relativity. This
conception of localisation may be applied to massive as well as massless
fields. Localisation observables are defined as to obey Lorentz covariant
commutations relations and in particular include a time observable conjugated
to energy. Whilst position components do not commute in presence of a
non-vanishing spin, they still satisfy quantum relations which generalise the
differential laws of classical relativity. We also give of these observables a
representation in terms of canonical spatial positions, canonical spin
components and a proper time operator conjugated to mass. These results plead
for a new representation not only of space-time localisation but also of
motion.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 09:16:15 GMT""}]","2013-02-27"
"solv-int/9706007","Robert Milson","Robert Milson","On the Liouville transformation and exactly-solvable Schrodinger
  equations","16 pages, 6 figures",,,,"solv-int nlin.SI",,"  The present article discusses the connection between exactly-solvable
Schrodinger equations and the Liouville transformation. This transformation
yields a large class of exactly-solvable potentials, including the
exactly-solvable potentials introduced by Natanzon. As well, this class is
shown to contain two new families of exactly solvable potentials.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 22:33:59 GMT""},{""version"":""v2"",""created"":""Tue, 21 Oct 1997 18:14:09 GMT""}]","2008-02-03"
